Publisher,Time,Author,Language,Title
Wizards of the Coast; 5th edition,"December 9, 2014",Wizards RPG Team,English,Dungeon Master's Guide (D&D Core Rulebook)
Workman Publishing Company; 5 edition,"May 31, 2016",Heidi Murkoff,English,What to Expect When You're Expecting
New Harbinger Publications/ Noetic Books; 1 edition,,Michael A. Singer,English,The Untethered Soul: The Journey Beyond Yourself
"Hay House, Inc.; 1 edition","November 7, 2017",Anthony William,English,"Medical Medium Thyroid Healing: The Truth behind Hashimoto's, Graves', Insomnia, Hypothyroidism, Thyroid Nodules & Epstein-Barr"
"TalentSmart; Enhanced, New edition","June 16, 2009",Travis Bradberry,English,Emotional Intelligence 2.0
Amber-Allen Publishing,"November 7, 1997",Don Miguel Ruiz,English,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)
Houghton Mifflin Harcourt,"December 5, 2017",Melissa Hartwig,English,The Whole30 Fast & Easy Cookbook: 150 Simply Delicious Everyday Recipes for Your Whole30
Victory Belt Publishing; 1 edition,"December 12, 2017",Suzanne Ryan,English,"Simply Keto: A Practical Approach to Health & Weight Loss, with 100+ Easy Low-Carb Recipes"
Harmony; 1 edition,"March 13, 2018",Eric Zielinski D.C.,English,"The Healing Power of Essential Oils: Soothe Inflammation, Boost Mood, Prevent Autoimmunity, and Feel Great in Every Way"
Wizards of the Coast; 9 edition,"September 30, 2014",Wizards RPG Team,English,Monster Manual (D&D Core Rulebook)
Rockridge Press,"December 20, 2016",Amy Ramos,English,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle
Victory Belt Publishing,"April 11, 2017",Leanne Vogel,English,"The Keto Diet: The Complete Guide to a High-Fat Diet, with More Than 125 Delectable Recipes and 5 Meal Plans to Shed Weight, Heal Your Body, and Regain Confidence"
Random House,"February 6, 2018",Kate Bowler,English,Everything Happens for a Reason: And Other Lies I've Loved
Atria Books,"July 15, 2014",JJ Smith,English,10-Day Green Smoothie Cleanse
Flatiron Books; 1 edition,"December 8, 2015",Gene Stone,English,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
Hazelden Publishing; 1 edition,"August 27, 2010",Brené Brown,English,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are
"Ballantine Books; Reprint, Updated edition","December 26, 2007",Carol S. Dweck,English,Mindset: The New Psychology of Success
Worthy Publishing,"September 5, 2017",Don Colbert,English,"Dr. Colbert's Keto Zone Diet: Burn Fat, Balance Appetite Hormones, and Lose Weight"
Random House; F First Edition edition,"September 12, 2017",Brené Brown,English,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone
HarperOne,"August 1, 2017",Gary John Bishop,English,Unfu*k Yourself: Get Out of Your Head and into Your Life
Grand Central Publishing,"April 4, 2017",William H. McRaven,English,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World
American Psychological Association (APA); 6th edition,,American Psychological Association,English,"Publication Manual of the American Psychological Association, 6th Edition"
Penguin Books; 1st edition,"September 1, 2000",Robert Greene,English,The 48 Laws of Power
Simon &amp; Schuster,"September 19, 2017",Tom Brady,English,The TB12 Method: How to Achieve a Lifetime of Sustained Peak Performance
Namaste Publishing,"August 19, 2004",Eckhart Tolle,English,The Power of Now: A Guide to Spiritual Enlightenment
Harper Wave; 1 edition,"March 20, 2018",Max Lugavere,English,"Genius Foods: Become Smarter, Happier, and More Productive While Protecting Your Brain for Life"
Beacon Press; 1 edition,"June 1, 2006",Viktor E. Frankl,English,Man's Search for Meaning
Touchstone; 1st edition,"June 15, 1986",Siegfried Engelmann,English,Teach Your Child to Read in 100 Easy Lessons
Greystone Books; 1 edition,"March 1, 2016",Dr. Jason Fung,English,The Obesity Code: Unlocking the Secrets of Weight Loss
"Zondervan; Updated, Expanded edition","October 3, 2017",Henry Cloud,English,"Boundaries Updated and Expanded Edition: When to Say Yes, How to Say No To Take Control of Your Life"
Avery; Reprint edition,"April 7, 2015",Brené Brown,English,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead"
Flatiron Books; 1 edition,"December 5, 2017",Gene Stone,English,The How Not to Die Cookbook: 100+ Recipes to Help Prevent and Reverse Disease
Wizards of the Coast; Wizards RPG Team edition,"November 15, 2016",Wizards RPG Team,English,Volo's Guide to Monsters
"Hay House, Inc.","November 8, 2016",Anthony William,English,Medical Medium Life-Changing Foods: Save Yourself and the Ones You Love with the Hidden Healing Powers of Fruits & Vegetables
Harmony; 1 edition,"October 3, 2017",Mark Sisson,English,The Keto Reset Diet: Reboot Your Metabolism in 21 Days and Burn Fat Forever
Bantam; 1 edition,"September 11, 2012",Daniel J. Siegel,English,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
Harmony; Reprint edition,"March 3, 2009",Steven R. Gundry,English,Dr. Gundry's Diet Evolution: Turn Off the Genes That Are Killing You and Your Waistline
Random House Trade Paperbacks,"January 7, 2014",Charles Duhigg,English,The Power of Habit: Why We Do What We Do in Life and Business
Scribner; 1 edition,"May 3, 2016",Angela Duckworth,English,Grit: The Power of Passion and Perseverance
Riverhead Books,"January 9, 2018",Daniel H. Pink,English,When: The Scientific Secrets of Perfect Timing
Houghton Mifflin Harcourt; 1 edition,"December 5, 2017",Melissa Hartwig,English,The Whole30 Day by Day: Your Daily Guide to Whole30 Success
Victory Belt Publishing; 1 edition,"October 18, 2016",Jimmy Moore,English,"The Complete Guide to Fasting: Heal Your Body Through Intermittent, Alternate-Day, and Extended Fasting"
"Farrar, Straus and Giroux; 1st edition","April 2, 2013",Daniel Kahneman,English,"Thinking, Fast and Slow"
"Hay House, Inc.; Later Printing Used edition","November 10, 2015",Anthony William,English,Medical Medium: Secrets Behind Chronic and Mystery Illness and How to Finally Heal
Bloomsbury USA,"January 23, 2018",Johann Hari,English,Lost Connections: Uncovering the Real Causes of Depression – and the Unexpected Solutions
Avery; 1 edition,"August 22, 2017",Dale Bredesen,English,The End of Alzheimer's: The First Program to Prevent and Reverse Cognitive Decline
Victory Belt Publishing,"January 23, 2018",Kyndra Holley,English,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness"
Atria Books/Beyond Words; 10th Anniversary edition,"November 28, 2006",Rhonda Byrne,English,The Secret
IVP Books,"October 4, 2016",Ian Morgan Cron,English,The Road Back to You: An Enneagram Journey to Self-Discovery
Rockridge Press,"January 30, 2018",Liz Williams,English,"The One Pot Ketogenic Diet Cookbook: 100+ Easy Weeknight Meals for Your Skillet, Slow Cooker, Sheet Pan, and More"
Bantam,"January 30, 2018",Daniel Coyle,English,The Culture Code: The Secrets of Highly Successful Groups
Workman Publishing Company; 3 edition,"October 7, 2014",Heidi Murkoff,English,What to Expect the First Year
Avery,"September 20, 2016",Dalai Lama,English,The Book of Joy: Lasting Happiness in a Changing World
Clarkson Potter; 1 edition,"September 30, 2014",Gina Homolka,English,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor"
Rockridge Press,"January 9, 2018",Jen Fisch,English,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet"
HarperOne; 1 edition,"January 30, 2018",Ben Lynch ND.,English,Dirty Genes: A Breakthrough Program to Treat the Root Cause of Illness and Optimize Your Health
Hazelden; 1st edition,"September 1, 1986",Melody Beattie,English,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself
Dutton Books for Young Readers; First Edition edition,"October 10, 2017",John Green,English,Turtles All the Way Down
Thomas Nelson; 1 edition,"September 1, 2004",Emerson Eggerichs,English,Love & Respect: The Love She Most Desires; The Respect He Desperately Needs
CreateSpace Independent Publishing Platform,"September 27, 2017",Loretta Wagner,English,The Keto Crock Pot Cookbook: Quick And Easy Ketogenic Crock Pot Recipes For Smart People
Broadway Books,"January 29, 2013",Susan Cain,English,Quiet: The Power of Introverts in a World That Can't Stop Talking
Bantam; Reprint edition,"July 12, 2016",Daniel J. Siegel,English,No-Drama Discipline: The Whole-Brain Way to Calm the Chaos and Nurture Your Child's Developing Mind
"Portfolio; Reprint, Revised edition","May 23, 2017",Simon Sinek,English,Leaders Eat Last: Why Some Teams Pull Together and Others Don't
The Experiment; 1 edition,"August 14, 2012",Del Sroufe,English,Forks Over Knives - The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year
"Parent-Wise Solutions, Inc.; 5th ed. edition","February 1, 2012",Robert Bucknam M.D.,English,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep
Harmony Books,"April 9, 2013",Haylie Pomroy,English,The Fast Metabolism Diet: Eat More Food and Lose More Weight
"Little, Brown and Company; Revised, Updated ed. edition","January 5, 2011",Joel Fuhrman,English,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition"
Harper Wave,"April 17, 2018",Aubrey Marcus,English,"Own the Day, Own Your Life: Optimized Practices for Waking, Working, Learning, Eating, Training, Playing, Sleeping, and Sex"
Back Bay Books; Reprint edition,"June 7, 2011",Malcolm Gladwell,English,Outliers: The Story of Success
Victory Belt Publishing; 1 edition,"January 9, 2018",Maria Emmerich,English,"Keto: The Complete Guide to Success on The Ketogenic Diet, including Simplified Science and No-cook Meal Plans"
Sounds True; Reprint edition,"February 1, 2017",David Deida,English,"The Way of the Superior Man: A Spiritual Guide to Mastering the Challenges of Women, Work, and Sexual Desire (20th Anniversary Edition)"
Knopf; 1 edition,"September 20, 2016",Bill Burnett,English,"Designing Your Life: How to Build a Well-Lived, Joyful Life"
Spiegel &amp; Grau,"December 26, 2017",Dan Harris,English,Meditation for Fidgety Skeptics: A 10% Happier How-to Book
The Guilford Press; 2 edition,,Marsha M. Linehan,English,"DBT® Skills Training Handouts and Worksheets, Second Edition"
Harmony; 1 edition,"September 12, 2017",Pearl Barrett,English,Trim Healthy Mama's Trim Healthy Table: More Than 300 All-New Healthy and Delicious Recipes from Our Homes to Yours
Rockridge Press,"December 15, 2014",Celby Richoux,English,Bacon & Butter: The Ultimate Ketogenic Diet Cookbook
Victory Belt Publishing; 1 edition,"July 29, 2014",Dallas Hartwig,English,It Starts With Food: Discover the Whole30 and Change Your Life in Unexpected Ways
Houghton Mifflin Harcourt; 1 edition,"March 6, 2018",Naomi Whittel,English,"Glow15: A Science-Based Plan to Lose Weight, Revitalize Your Skin, and Invigorate Your Life"
Avery; 1 edition,"January 2, 2018",Valter Longo,English,"The Longevity Diet: Discover the New Science Behind Stem Cell Activation and Regeneration to Slow Aging, Fight Disease, and Optimize Weight"
Victory Belt Publishing; 2nd edition,"May 19, 2015",Kelly Starrett,English,"Becoming a Supple Leopard 2nd Edition: The Ultimate Guide to Resolving Pain, Preventing Injury, and Optimizing Athletic Performance"
New Harbinger Publications; 1st edition,,Jeffrey C. Wood,English,"The Dialectical Behavior Therapy Skills Workbook: Practical DBT Exercises for Learning Mindfulness, Interpersonal Effectiveness, Emotion Regulation & ... Tolerance (New Harbinger Self-Help Workbook)"
Harper,"February 27, 2018",Rachel Simmons,English,"Enough As She Is: How to Help Girls Move Beyond Impossible Standards of Success to Live Healthy, Happy, and Fulfilling Lives"
Basic Books; 3 edition,"August 29, 2017",Bruce D. Perry,English,"The Boy Who Was Raised as a Dog: And Other Stories from a Child Psychiatrist's Notebook--What Traumatized Children Can Teach Us About Loss, Love, and Healing"
Routledge; 1 edition,,Jordan B. Peterson,English,Maps of Meaning: The Architecture of Belief
Zondervan; First printing June 2016 edition,"August 9, 2016",Shauna Niequist,English,"Present Over Perfect: Leaving Behind Frantic for a Simpler, More Soulful Way of Living"
Grand Central Life &amp; Style; 1st edition,"December 18, 2012",Marla Heller,English,"The Dash Diet Weight Loss Solution: 2 Weeks to Drop Pounds, Boost Metabolism, and Get Healthy"
Random House Trade Paperbacks; Reprint edition,"April 4, 2017",Brené Brown,English,"Rising Strong: How the Ability to Reset Transforms the Way We Live, Love, Parent, and Lead"
The Aasgaard Company; 3rd edition,"November 11, 2011",Mark Rippetoe,English,"Starting Strength:  Basic Barbell Training, 3rd edition"
New Castle P&amp;P,"January 26, 2018",Dan Morris,English,Adult Coloring Book: Stress Relieving Animal Designs
Harmony; 1st edition,"December 31, 2013",Haylie Pomroy,English,The Fast Metabolism Diet Cookbook: Eat Even More Food and Lose Even More Weight
TarcherPerigee; Anniversary edition,"October 25, 2016",Julia Cameron,English,The Artist's Way: 25th Anniversary Edition
Harper Business; Revised edition,,Robert B. Cialdini,English,"Influence: The Psychology of Persuasion, Revised Edition"
Simon &amp; Schuster,"February 6, 2018",Bob Roth,English,Strength in Stillness: The Power of Transcendental Meditation
Atria Books; 1 edition,"December 27, 2016",JJ Smith,English,Green Smoothies for Life
Simon &amp; Schuster,"October 3, 2017",Chip Heath,English,The Power of Moments: Why Certain Experiences Have Extraordinary Impact
Black Irish Entertainment LLC; 47716th edition,"January 11, 2012",Steven Pressfield,English,The War of Art: Break Through the Blocks and Win Your Inner Creative Battles
Victory Belt Publishing,"May 2, 2017",Maria Emmerich,English,Keto Comfort Foods: Family Favorite Recipes Made Low-Carb and Healthy
Victory Belt Publishing; 1 edition,"December 27, 2016",Maria Emmerich,English,The 30-Day Ketogenic Cleanse: Reset Your Metabolism with 160 Tasty Whole-Food Recipes & Meal Plans
Adams Media; 1 edition,"September 1, 2014",Dave Canterbury,English,Bushcraft 101: A Field Guide to the Art of Wilderness Survival
Scribner; Reprint edition,"January 10, 2017",Joanna Faber,English,How to Talk so Little Kids Will Listen: A Survival Guide to Life with Children Ages 2-7
New World Library; Third edition,,Joseph Campbell,English,The Hero with a Thousand Faces (The Collected Works of Joseph Campbell)
"New World Library; Anniversary, Revised, Expanded edition","November 15, 2016",Valerie Ann Worwood,English,"The Complete Book of Essential Oils and Aromatherapy, Revised and Expanded: Over 800 Natural, Nontoxic, and Fragrant Recipes to Create Health, Beauty, and Safe Home and Work Environments"
Scribner; 1 edition,"April 26, 2016",Phil Knight,English,Shoe Dog: A Memoir by the Creator of Nike
CreateSpace Independent Publishing Platform; 1 edition,"April 19, 2016",Lucy Libido,English,Lucy Libido Says.....There's an Oil for THAT: A Girlfriend's Guide to Using Essential Oils Between the Sheets (1) (Volume 1)
Penguin; Reprint edition,"January 30, 2008",Eckhart Tolle,English,"A New Earth: Awakening to Your Life's Purpose (Oprah's Book Club, Selection 61)"
TarcherPerigee; Reprint edition,"January 5, 2012",Amir Levine,English,Attached: The New Science of Adult Attachment and How It Can Help YouFind - and Keep - Love
Henry Holt and Co.,"October 3, 2017",Russell Brand,English,Recovery: Freedom from Our Addictions
"Think-Outside-the-Book Publishing, Inc.; 1st Paperback Edition edition","August 21, 2008",Madison Cavanaugh,English,The One-Minute Cure: The Secret to Healing Virtually All Diseases
Rockridge Press; 39204th edition,"October 29, 2012",John Chatham,English,Paleo for Beginners: Essentials to Get Started
William Morrow Paperbacks; 1 edition,"December 1, 1994",Martha Whitmore Hickman,English,Healing After Loss: Daily Meditations For Working Through Grief
Houghton Mifflin Harcourt,"December 6, 2016",Melissa Hartwig,English,The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond
Sasquatch Books; Gjr edition,"September 20, 2016",Moorea Seal,English,"52 Lists for Happiness: Weekly Journaling Inspiration for Positivity, Balance, and Joy"
Wizards of the Coast; Brdgm edition,"July 15, 2014",Wizards RPG Team,English,Dungeons & Dragons Starter Set
American Girl; Updated edition,"February 26, 2013",Dr. Lynda Madison,English,The Feelings Book (Revised): The Care and Keeping of Your Emotions
Lama Foundation,"October 12, 1971",Ram Dass,English,Be Here Now
Victory Belt Publishing,"October 3, 2017",Carolyn Ketchum,English,"The Everyday Ketogenic Kitchen: With More than 150 Inspirational Low-Carb, High-Fat Recipes to Maximize Your Health"
HarperOne; 1 edition,"March 28, 2017",Izabella Wentz PharmD,English,Hashimoto's Protocol: A 90-Day Plan for Reversing Thyroid Symptoms and Getting Your Life Back
TarcherPerigee; Reprint edition,"December 4, 2007",Tanya Zuckerbrot,English,The F-Factor Diet: Discover the Secret to Permanent Weight Loss
William Morrow,"June 27, 2017",Kelly LeVeque,English,"Body Love: Live in Balance, Weigh What You Want, and Free Yourself from Food Drama Forever"
"Little, Brown and Company; 1st edition","April 8, 2008",Sue Johnson,English,Hold Me Tight: Seven Conversations for a Lifetime of Love
Riverhead Books,"April 5, 2011",Daniel H. Pink,English,Drive: The Surprising Truth About What Motivates Us
Rodale Books; 1 edition,"August 9, 2016",Shalane Flanagan,English,Run Fast. Eat Slow.: Nourishing Recipes for Athletes
Scribner,"March 6, 2018",Geneen Roth,English,This Messy Magnificent Life: A Field Guide
TarcherPerigee; 48181st edition,"November 28, 2012",Dr. Laura Markham,English,"Peaceful Parent, Happy Kids: How to Stop Yelling and Start Connecting (The Peaceful Parent Series)"
Riverhead Books; Reprint edition,"September 27, 2016",Elizabeth Gilbert,English,Big Magic: Creative Living Beyond Fear
Dey Street Books; Reprint edition,"December 30, 2014",Dan Harris,English,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works--A True Story"
Twelve; 1 edition,"May 24, 2016",Sebastian Junger,English,Tribe: On Homecoming and Belonging
William Morrow,"February 6, 2018",Alex Hutchinson,English,"Endure: Mind, Body, and the Curiously Elastic Limits of Human Performance"
Victory Belt Publishing; 1 edition,"March 15, 2016",Maria Emmerich,English,Quick & Easy Ketogenic Cooking: Meal Plans and Time Saving Paleo Recipes to Inspire Health and Shed Weight
"Candlewick; Anniversary, New edition","August 8, 2014",Robie H. Harris,English,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health (The Family Library)"
Broadway Books,"March 8, 2011",Rebecca Skloot,English,The Immortal Life of Henrietta Lacks
Shambhala; Anniversary edition,"June 7, 2016",Pema Chodron,English,When Things Fall Apart: Heart Advice for Difficult Times
Hazelden Publishing; 1st edition,"June 1, 1990",Melody Beattie,English,The Language of Letting Go: Daily Meditations for Codependents (Hazelden Meditation Series)
Sourcebooks,"February 26, 2018",Stephanie Wittels Wachs,English,"Everything Is Horrible and Wonderful: A Tragicomic Memoir of Genius, Heroin, Love, and Loss"
Harmony; 1st edition,"September 15, 2015",Pearl Barrett,English,Trim Healthy Mama Cookbook: Eat Up and Slim Down with More Than 350 Healthy Recipes
Bantam Books; 10th Anniversary edition,"September 27, 2005",Daniel Goleman,English,Emotional Intelligence: Why It Can Matter More Than IQ
Holtzbrinck Publishers; 1 edition,"January 23, 2018",Laila Ali,English,Food for Life: Delicious & Healthy Comfort Food from My Table to Yours!
Harper; Reprint edition,"December 30, 2008",David D. Burns,English,Feeling Good: The New Mood Therapy
Simon &amp; Schuster; Anniversary edition,"March 11, 2014",Gary Zukav,English,The Seat of the Soul: 25th Anniversary Edition with a Study Guide
Guilford Press; 1st edition,"January 2, 2009",Peg Dawson,English,"Smart but Scattered: The Revolutionary ""Executive Skills"" Approach to Helping Kids Reach Their Potential"
Back Bay Books; 1 edition,"April 3, 2007",Malcolm Gladwell,English,Blink: The Power of Thinking Without Thinking
Schocken; Revised edition,"January 3, 1995",B. K. S. Iyengar,English,Light on Yoga: The Bible of Modern Yoga
Sarah Crichton Books,"January 23, 2018",John Leland,English,Happiness Is a Choice You Make: Lessons from a Year Among the Oldest Old
Victory Belt Publishing; 2014 First Edition edition,"August 5, 2014",Jimmy Moore,English,"Keto Clarity: Your Definitive Guide to the Benefits of a Low-Carb, High-Fat Diet"
Scribner; 3/17/13 edition,"March 11, 2014",Tim S. Grover,English,Relentless: From Good to Great to Unstoppable
Avery; 1 edition,"December 27, 2007",Brené Brown,English,"I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough"""
"Alcoholics Anonymous World Services, Inc.; 4 edition","February 10, 2002",Anonymous,English,Alcoholics Anonymous: The Big Book
William Morrow Paperbacks; 1 edition,"April 15, 2008",Joe Navarro,English,What Every BODY is Saying: An Ex-FBI Agent’s Guide to Speed-Reading People
Family Health Publications; 30 edition,"November 17, 2017",Allan Borushek,English,"The CalorieKing Calorie, Fat & Carbohydrate Counter 2018"
Aguilar; Original edition,"June 26, 2017",Doctor Juan Rivera,Spanish,Santo remedio: Cientos de remedios caseros llenos de sabiduria y ciencia / Doctor Juan's Top Home Remedies: Hundreds of home remedies full of wisdom and sc (Consulta con Doctor Juan) (Spanish Edition)
Harmony; 1 edition,"September 15, 2015",Pearl Barrett,English,Trim Healthy Mama Plan: The Easy-Does-It Approach to Vibrant Health and a Slim Waistline
Clarity Marketing USA LLC; Reprint edition,"November 17, 2011",Allen Carr,English,Allen Carr's Easy Way To Stop Smoking
The Guilford Press; 1 edition,,David A. Clark,English,The Anxiety and Worry Workbook: The Cognitive Behavioral Solution
Rockridge Press,"August 23, 2013",Rockridge Press,English,Juicing for Beginners: The Essential Guide to Juicing Recipes and Juicing for Weight Loss
Althea Press,"October 17, 2017",Karen Frazier,English,Crystals for Beginners: The Guide to Get Started with the Healing Power of Crystals
Sounds True,"October 1, 2017",Megan Devine,English,It's OK That You're Not OK: Meeting Grief and Loss in a Culture That Doesn't Understand
Gallery Books,"January 2, 2018",Gabrielle Bernstein,English,Judgment Detox: Release the Beliefs That Hold You Back from Living A Better Life
Harmony,"January 9, 2018",Daniel Chidiac,English,Who Says You Can't? You Do
"Basic Books; Revised, Expanded edition","November 5, 2013",Don Norman,English,The Design of Everyday Things: Revised and Expanded Edition
"Storey Publishing, LLC","March 8, 2016",Hannah Crum,English,"The Big Book of Kombucha: Brewing, Flavoring, and Enjoying the Health Benefits of Fermented Tea"
Sounds True,"April 4, 2017",Judith Orloff,English,The Empath's Survival Guide: Life Strategies for Sensitive People
TarcherPerigee; 3rd Edition edition,"January 19, 2006",Suzy Giordano,English,Twelve Hours' Sleep by Twelve Weeks Old: A Step-by-Step Plan for Baby Sleep Success
Revell,"April 15, 2014",Jonathan Catherman,English,"The Manual to Manhood: How to Cook the Perfect Steak, Change a Tire, Impress a Girl & 97 Other Skills You Need to Survive"
Windsor Peak Press; 8 edition,"December 7, 2017",Ari Brown,English,Baby 411: Clear Answers & Smart Advice for Your Baby's First Year
HarperOne; Reprint edition,"May 6, 2014",Alisa Vitti,English,"WomanCode: Perfect Your Cycle, Amplify Your Fertility, Supercharge Your Sex Drive, and Become a Power Source"
New Harbinger Publications; 2 edition,"January 2, 2010",Randi Kreger,English,Stop Walking on Eggshells: Taking Your Life Back When Someone You Care About Has Borderline Personality Disorder
Rodale Books,"March 20, 2018",Jessica Merchant,English,The Pretty Dish: More than 150 Everyday Recipes and 50 Beauty DIYs to Nourish Your Body Inside and Out
Flatiron Books; Reprint edition,"February 7, 2017",Jenny Lawson,English,Furiously Happy: A Funny Book About Horrible Things
