,X,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,cluster_kmeans,cluster_pam
4610,4610,-0.252271532,0.022386529,-0.02908052,0.194274553,0.032772716,0.089660553,-0.135250933,0.16974476,-0.078864538,-0.155031643,-0.366389351,-0.133504787,0.087437474,0.052296038,0.168339125,-0.014583643,-0.014326501,0.384874159,-0.257618653,-0.30223106,-0.344027434,-0.507353223,-0.338186494,0.326888371,-0.256212622,-0.210568762,-0.061319702,-0.296768024,0.030065212,0.036806518,-0.049150144,0.465777033,0.407650849,-0.01002498,0.241873196,-0.258762959,0.045336206,-0.214295869,0.022807051,-0.035804124,-0.240304789,-0.726789713,-0.418419593,-0.052886349,-0.339265169,0.384111188,-0.050882979,0.239933738,-0.237870464,-0.103317795,2,4
4611,4611,-0.060352648,-0.22625301,0.012639468,0.055767827,-0.033922945,0.513217472,0.174256422,0.197024187,0.035645941,0.167125698,-0.476380884,-0.19311688,-0.031745454,-0.433224022,-0.102659889,0.105623259,0.312954784,0.956099673,-0.538871258,-0.669322126,-0.313394828,-0.94945235,0.057388064,0.47157075,-0.445190027,0.037420119,-0.218886133,-0.887843419,0.028784367,-0.163552502,0.033780139,0.286095727,0.131109328,0.247284659,-0.28072532,-0.240590975,0.128750142,0.037289985,0.320473851,-0.100582845,-0.752114985,-0.410350506,-0.515324211,0.17703642,-0.215162818,0.077444321,-0.138056612,0.328836237,-0.264021061,0.316551123,2,4
4612,4612,-0.050830932,-0.181084191,0.178577718,-0.278175367,-0.165312165,0.068076709,-0.010410052,-0.146576775,-0.199804108,-0.008502237,-0.219754469,-0.087189764,-0.098328406,-0.070140645,0.300370924,-0.017572845,0.112017058,0.134435258,0.241904102,-0.200755506,0.041448757,-0.068917606,0.013343055,0.365509139,-0.13123866,0.048024022,0.061182782,0.025608296,0.014325351,0.098985377,-0.373464644,-0.07945792,-0.103156862,-0.040730255,-0.139314526,-0.039400115,-0.01482236,0.09570546,-0.154819203,-0.122435255,-0.081699395,-0.052705433,-0.120814506,0.224615417,0.07986006,0.342210098,-0.123894244,0.485071045,0.166656005,-0.00789516,2,4
4613,4613,-0.56463449,-0.115987983,-0.061670293,0.216278573,0.141491028,-0.116495997,0.03907005,0.468240085,0.132513125,-0.046951882,0.047139024,0.169481433,0.3323641,-0.177246779,0.089592918,-0.333755769,-0.232026455,0.330936295,-0.55983533,-0.121722223,-0.30167206,-0.290488332,-0.188796527,-0.431645264,0.069246768,0.305110342,0.042390862,-0.592799172,-0.029987829,-0.295796482,-0.313289683,0.015447702,0.666015992,-0.039170812,0.043148667,-0.221464633,-0.452717726,0.135560716,-0.101394533,0.083468514,0.408203673,0.484433607,0.373604689,-0.171987167,0.324330328,0.423977083,-0.108801172,-0.161607657,0.087548372,-0.031524381,2,4
4614,4614,-0.086171892,0.222450842,0.01852885,0.120815151,-0.368747562,-0.22923612,-0.067770779,0.589784676,-0.447551245,0.055738511,-0.181256895,-0.331021253,-0.023766685,-0.292339308,0.204856202,-0.492020294,0.179943683,0.076373728,-0.130136407,-0.098064979,-0.554056569,-0.605662294,0.231128876,0.640210411,0.347828131,-0.117723694,-0.266394865,-0.003039015,0.092391951,-0.322594292,-0.206849623,-0.353082586,-0.011361541,-0.202977685,-0.394887805,-0.065027223,-0.050881302,0.132007815,0.005797306,0.048713492,-0.688429773,-0.393313886,-0.202336077,-0.088811765,0.155972941,0.62136434,-0.099542264,0.305122631,-0.051710004,0.064097956,2,4
4615,4615,-0.243648598,-0.203007054,0.38636513,-0.338971248,-0.188720413,0.102816945,-0.122379791,0.15453544,0.111091962,0.099433732,0.078053294,-0.126271989,-0.106743151,-0.040098814,0.015639308,0.031704597,-0.309556228,0.338454323,0.062110387,-0.337213465,-0.236325508,0.063602085,0.184188587,-0.065956103,-0.041215251,0.075794736,-0.099015352,0.121027009,-0.060811876,-0.154932896,-0.509047018,0.234471401,0.151985754,0.217352823,-0.501879507,0.030215979,-0.030130025,0.171696312,0.13582108,0.036621198,0.002029843,-0.172911421,0.061655743,0.239146327,0.157446828,0.333192362,0.09416296,0.087949774,0.09486039,-0.139935057,2,4
4616,4616,-0.086414199,-0.003005356,0.141384064,-0.089824721,0.191899644,0.150725154,-0.107861813,0.423530882,0.046538979,0.242861248,-0.412438034,-0.189766514,0.005177726,-0.339786497,-0.112582456,0.308161634,0.357976752,0.415448663,-0.515983713,-0.462228363,-0.268724106,-0.688685951,-0.029365358,0.198097229,-0.3035156,-0.418095815,-0.136583282,-0.655900056,0.023376469,-0.189573472,-0.211005826,0.332732723,0.4072495,0.366427881,-0.174320395,-0.012977779,-0.118603023,0.290377866,0.131484635,-0.231493034,-0.561629966,-0.595477177,-0.666672216,0.045985971,0.237968357,0.195742555,-0.473659882,0.334853194,-0.187778745,0.330663196,2,4
4617,4617,-0.1081882,0.081744496,0.232740561,-0.163021011,-0.065675045,0.271570101,0.129652835,0.43018403,-0.678567501,0.433067183,-0.319444479,-0.374087157,0.36065557,-0.038912241,-0.317416422,-0.485749693,0.470139684,0.138397964,-0.30462904,-0.152930875,-0.23568287,-0.550214947,-0.042909404,0.312561738,-0.141770506,-0.035248247,-0.242397331,-0.469764911,0.388314184,0.002679231,0.425778668,0.305513548,0.804872427,0.199299201,-0.269251805,-0.034055616,-0.11658288,0.281328418,0.366540684,-0.490711475,-0.393101042,-0.823341125,-0.129337884,0.38228654,-0.313366615,0.826826652,0.004108807,0.626340512,0.109593222,-0.464179432,2,4
4618,4618,-0.022885688,0.033998653,0.280201153,-0.553055554,-0.333587529,0.486352003,-0.424562337,0.217310539,-0.261112111,0.035151407,-0.320942106,-0.299521733,0.192373847,-0.195014185,-0.339609281,-0.156805664,-0.129054035,0.823597014,-0.089389794,-0.765380472,-0.007012975,-0.040505153,0.461644117,-0.022674176,-0.719598095,0.487124125,-0.660893251,0.029641846,0.350191098,0.024573056,-0.794743339,0.297477111,0.155532561,0.021650503,-0.527307034,0.080821589,0.433421496,0.143310936,0.24634669,0.260549027,-0.096481875,-0.152406732,0.367905735,0.197959403,0.373497456,0.471748586,0.097767374,0.054043636,0.206896123,0.046951555,2,4
4619,4619,-0.036789872,0.273796727,-0.237629925,0.08744203,-0.075079268,0.028803772,-0.172155897,-0.166720978,-0.325721226,-0.188414773,-0.403204363,-0.109962347,0.130296799,-0.25784546,0.202038031,-0.039817304,-0.108872148,0.175921045,0.105155632,-0.004191765,-0.265880579,-0.260233168,-0.086053506,0.133265104,-0.014342289,-0.077385791,-0.21512929,-0.106161308,0.000608565,-0.271201138,-0.322491202,-0.185501042,0.353478327,0.112450941,-0.292812006,-0.285858998,-0.189695985,0.30363723,-0.018729108,-0.08951152,-0.215433124,-0.036781122,0.026632934,-0.002983841,0.160306879,0.371998832,0.042680109,0.127517332,0.112394621,-0.135620532,2,4
4620,4620,0.05581929,0.329548873,0.52675809,-0.381717694,-0.217131504,0.205305812,0.016173416,0.251769329,-0.542435321,0.391221737,-0.183731712,-0.502031674,0.326376458,-0.081437875,0.138870925,-0.110225519,0.709767278,-0.0410815,-0.277219804,-0.288331191,0.104846443,-0.508879259,-0.250652907,0.680663715,0.214030807,-0.44510759,0.103725038,-0.316301874,0.393072283,0.282930392,0.212299136,0.082242879,0.283041701,0.221288392,0.002783341,0.405997179,0.003429964,0.586315752,0.801492169,0.108166652,-0.615430235,-0.699830766,0.023518002,0.04708156,-0.161201065,0.945847102,-0.390660527,0.741298916,0.164517413,-0.758480517,2,4
4621,4621,-0.464968317,-0.119235555,0.192930794,0.365722204,0.195180487,-0.170201379,0.151780908,0.04199428,-0.08511983,0.346484532,0.092299455,-0.429125876,0.08909139,0.082941686,0.23157584,0.059721784,0.115762205,-0.232868232,-0.279609649,-0.025960254,-0.276104617,0.759593015,0.218087524,0.066577372,-0.158835145,-0.070991362,-0.427369475,0.207826714,-0.161456268,-0.067845675,0.450265609,-0.10273445,0.078106931,0.255482472,0.475514313,0.070126752,-0.410932382,0.399704908,0.052942253,0.094019274,-0.21796182,0.116771562,-0.007600841,-0.402658562,0.220717914,-0.027119468,-0.392768626,-0.322528015,0.095442899,-0.266403697,2,4
4622,4622,-0.425302376,0.3768257,-0.168749859,-0.415673566,0.697201842,-0.280884489,0.181777959,-0.056837789,-1.066211586,-0.166674483,-0.515159275,0.544039325,0.127355157,-0.306671055,-0.240213208,-0.76887922,0.416928913,0.389751714,0.226812343,0.302806131,-0.000137393,0.122052456,-0.299019906,0.068040254,-0.177602887,0.493542901,-0.066147447,-0.98704121,0.38204915,0.316083797,0.278604577,0.563795713,0.642708778,-0.165166005,-0.216220528,0.111942562,-0.756053175,-0.052151466,-0.22475411,-0.602562734,-0.055673453,-0.333592941,0.291270837,0.144387674,-0.023231951,0.436806594,0.381974271,-0.260981278,0.1575535,-0.307168227,2,4
4623,4623,-0.365515188,0.044924913,0.069921059,0.085691538,0.002317567,-0.051512178,0.010630214,0.058249022,-0.022304705,-0.021751342,-0.513800969,-0.219568623,-0.025021629,-0.104773278,0.039832771,0.168128995,0.087260852,0.37110486,-0.16421926,-0.271642628,-0.10090881,-0.390879643,0.049081076,0.17942207,-0.117329758,-0.182331949,-0.008945383,-0.397099587,-0.218948974,0.047915122,0.043977601,0.012750335,0.270317866,0.150722776,-0.00751018,0.110686075,-0.268381102,0.073660665,0.000830506,-0.192441443,-0.253807142,-0.236326682,-0.352104832,0.043949562,-0.168770337,0.05515909,-0.162330313,-0.014019255,-0.188106681,0.206201203,2,4
4624,4624,-0.501335941,0.118631599,0.025177839,-0.036729333,-0.091232516,0.002314527,0.227337149,-0.1852465,-0.275043776,-0.064736558,-0.623126462,0.162914103,0.145037878,-0.301051244,-0.023601187,0.155200116,0.506161552,0.682793048,-0.30537854,-0.266615219,-0.125020669,-0.214950544,-0.220483544,0.199713725,-0.28992627,0.541476852,0.09554217,-0.844368001,0.27332783,0.225241257,0.378250562,0.536567446,0.425589857,0.183339071,0.542359407,-0.112191862,-0.574844314,0.020280804,0.157744346,-0.48373134,-0.276019996,-0.438536107,-0.172577575,0.399712768,-0.248194854,0.20687808,0.132950881,-0.115844528,-0.284688646,0.095855901,2,4
4625,4625,-0.512657277,-0.181942567,0.202072129,-0.134522907,-0.342660941,0.403525529,0.467010543,1.297977924,-0.95289023,0.526173785,-0.784700867,-0.26826027,0.422833204,0.196415842,0.171247073,-0.459296379,0.997295663,0.213228163,-0.009794885,-0.230109923,-0.0667894,-0.489932515,0.125999428,0.758254313,-0.039722487,-0.277187983,-0.568619993,0.126860498,0.48425483,-0.030707996,-0.109340124,-0.190237448,0.363927662,0.105820403,-0.40000727,0.659054331,-0.053636998,0.294452998,0.789642379,0.042501669,-0.907579646,-0.360397957,-0.645993209,-0.066736912,0.05150862,0.65438208,-0.276302163,0.467846232,0.424057148,-0.072788063,2,4
4626,4626,-0.264577071,0.086330383,-0.134499944,-0.105267929,-0.245103153,0.118379307,0.05487539,0.073045718,-0.360476042,-0.011757874,-0.323404064,0.069304224,0.153444778,-0.019784692,0.160626411,-0.44821672,0.457354075,0.29230528,0.128638796,0.235550488,-0.295223882,-0.28470195,-0.151292604,0.005857446,-0.113804367,-0.11856207,0.109778451,-0.322932572,0.504229792,0.084231104,0.175609073,-0.019421804,0.181941381,0.02977246,-0.212008656,0.173077296,-0.166802238,-0.116703243,0.089355502,-0.133270982,-0.162693376,-0.214359085,0.178690221,-0.065486193,-0.018242265,0.324817666,-0.04710069,-0.042914833,0.365051476,0.008750152,2,4
4627,4627,-0.114289865,0.294323086,0.600214352,-0.19534284,0.05622456,0.325827976,0.087323765,0.348493619,-0.305098698,0.054447301,-0.649425243,-0.375193265,0.251976176,0.249760417,0.424422105,-0.40259098,0.325134107,-0.168713039,-0.135874516,-0.320564816,0.187050752,-0.250290831,-0.097762807,0.664482901,-0.371084258,-0.552954867,-0.308590118,0.126331194,0.553609061,0.166176597,0.240707215,-0.221516033,0.221382213,-0.062508829,-0.095967988,0.371995516,-0.142907061,-0.010695408,0.43523475,-0.123826779,-0.627284126,-0.200561691,-0.278168997,0.171061371,0.416922301,0.193439243,-0.522341236,0.525894457,0.207759192,-0.286363107,2,4
4628,4628,-0.453422083,-0.212279862,0.195953101,-0.316805495,0.074040957,0.027901266,-0.363136478,0.357941035,-0.338967841,0.329280142,-0.014569668,-0.291060157,-0.034125256,-0.084484149,-0.085383616,-0.277961372,0.473456673,0.411249485,-0.102346907,-0.369246896,0.277915837,-0.713674628,-0.284289716,0.780866933,0.099835191,-0.30018844,-0.360412459,0.013671437,0.038024215,0.173045115,-0.594801491,0.088620874,0.395597411,0.3008216,-0.417953829,-0.083726622,0.100664843,0.628599976,0.132583961,0.075456401,-0.312920165,-0.339782557,-0.716987277,-0.242091803,-0.110303618,0.380811797,-0.334575233,0.341275691,0.048653249,-0.016509663,2,4
4629,4629,-0.095090194,-0.061018405,-0.196213972,0.751906134,-0.008601716,0.453868806,0.019348614,0.443353696,0.135760643,0.330651378,0.030966676,0.438762906,-0.231666695,0.114767194,0.3707847,0.602030531,-0.059136484,-0.308440313,-0.105215136,-0.161888715,-0.067233202,0.0353543,0.238186121,0.639721543,0.171347387,0.134624976,-0.463003874,0.479169235,-0.048585104,-0.127787,-0.299949734,-0.186179772,-0.032419562,0.253330272,0.178360665,0.462410465,0.365271193,0.337155707,0.003006883,-0.079222504,0.008532889,-0.193522352,-0.333879382,0.122460574,-0.310102792,-0.26632075,0.544384787,-0.171347194,-0.927250747,-0.185717255,2,4
4630,4630,0.169406023,-0.050935838,0.020789939,-0.285364879,-0.134546637,0.37300686,0.04908737,0.47174211,-0.443751593,0.393127372,-0.401707797,-0.336457715,0.11474949,-0.157617038,-0.055864325,-0.096579993,0.359321409,0.250922314,-0.43504977,-0.479545682,-0.260064001,-0.890071767,-0.312488366,0.618419866,-0.215523327,-0.120391641,-0.404266665,-0.149669294,0.071986288,0.024584639,0.049031318,0.332043966,0.459446646,0.096096653,-0.13846276,0.036106631,0.065782287,0.297635621,0.280414062,-0.029784748,-0.624903355,-0.541687117,-0.486307635,0.017240215,-0.116040389,0.203991459,-0.457143487,0.516022762,0.136661413,0.207656368,2,4
4631,4631,-0.386399886,-0.157290264,-0.099260183,0.076076124,0.274072478,0.202339579,-0.02418954,0.608138087,-0.076800561,0.13104173,-0.53790759,-0.10993232,0.05722117,0.079149133,-0.326959003,0.0563211,0.500346476,0.319015933,-0.362325646,-0.413560361,-0.298221087,-0.335164877,-0.149051642,0.053574122,-0.291634354,-0.109448281,-0.166781582,-0.431236317,0.049448614,0.175131323,-0.172057423,0.1932556,0.44248626,0.013202294,-0.162320518,0.139881784,-0.122872179,0.128466528,0.345080599,-0.267409514,-0.365825472,-0.493447666,-0.361717049,-0.100224498,-0.16143193,0.417439376,-0.308828922,0.14195592,-0.106724411,-0.161751536,2,4
4632,4632,-0.212953333,0.021779237,-0.140645945,0.035605059,-0.198515607,0.425651524,0.255186425,0.780306388,-0.769350078,0.006251439,-0.386590538,-0.337003708,0.378239796,-0.049827726,0.243871311,-0.410184011,0.714047387,0.060551071,-0.253395005,-0.049763096,-0.050510957,-0.549005046,-0.191271275,0.290203044,-0.367946352,-0.353211143,-0.350836275,-0.153703671,0.273336731,0.025080477,-0.1465158,-0.24697271,0.485246938,0.258920808,-0.138360441,0.663728808,-0.444890713,0.082551396,0.328523512,0.151986961,-0.325776715,-0.345193749,-0.112133184,0.271019005,0.043992244,0.334968653,-0.430547554,0.317138767,-0.044986596,-0.441120312,2,4
4633,4633,-0.142916888,-0.057182488,0.028610367,-0.093266262,0.026164656,0.407257518,0.338356367,0.557569387,-0.48333732,0.013981019,-0.515593487,-0.220863039,0.194217289,-0.175348401,0.130983897,0.092927128,0.860151847,0.196388081,-0.112598095,-0.405141239,-0.319914289,-0.643340146,-0.021149696,0.748411598,-0.190385579,-0.207866121,-0.319592038,0.084473272,0.076265343,0.386763807,-0.393878507,-0.509021262,0.515038424,-0.168354099,0.114977409,0.069584067,0.030408436,0.357624972,0.343890304,0.013364268,-0.296774877,-0.119848857,-0.20420504,0.247082188,-0.18536632,0.191393496,-0.280362293,0.521908727,0.110684491,-0.389266168,2,4
4634,4634,-0.066908665,0.145503969,-0.026845823,-0.015220713,-0.003929917,0.047586303,0.052013571,0.005969781,0.14302983,-0.006306627,-0.229784965,-0.152139372,0.019407335,-0.0799182,-0.093888393,0.145098775,-0.182828166,0.061101843,-0.126820346,-0.256720254,0.167931776,-0.168130655,0.131211332,0.349186572,-0.112706558,-0.239710115,-0.251797973,-0.219201874,-0.118233221,0.023370635,0.052494529,0.252538745,0.220039696,0.108381125,0.124840636,-0.187252121,0.007931264,-0.003400211,0.132624437,-0.127249891,-0.020806352,-0.239747387,-0.113938622,0.045308212,-0.083057014,0.14465827,-0.273025634,-0.09707647,-0.170534547,0.045010713,2,4
4635,4635,0.101353982,-0.081948345,-0.022143409,-0.177485773,0.166310652,-0.039564325,-0.080270886,0.120521634,0.138135951,0.330719041,-0.148901346,-0.372030574,0.109665383,-0.032266793,0.052244359,-0.208146317,0.202996813,0.080392667,-0.25895655,-0.112604517,0.184235797,-0.500050038,-0.161138504,0.335798668,-0.028780898,-0.223759372,-0.241311495,0.025216572,-0.004345553,0.184206234,0.033535092,0.018884944,0.318395701,0.123220231,-0.236350399,0.110864264,-0.26275542,0.249053166,-0.14747771,0.182667557,-0.039781551,-0.202875091,-0.068938559,-0.085877283,-0.058639149,0.517448683,0.073231191,0.257029267,-0.055982459,0.006587014,2,4
4636,4636,-0.437122097,-0.180155736,0.110537472,0.028697902,-0.026935276,0.261078613,-0.200806903,0.329003906,0.120066787,-0.120456833,-0.344934478,-0.172096312,0.086531326,-0.034211038,0.076668256,0.324483436,-0.010060698,0.592389471,-0.333228756,-0.305296886,-0.345773736,-0.387265603,-0.08280678,0.426743846,-0.309999179,-0.210884804,-0.122653976,-0.325448585,-0.163348304,-0.025412411,0.174210573,0.465098124,0.247785938,0.189390399,-0.13768498,-0.083293967,-0.077452919,0.230232275,0.245584011,-0.119166586,-0.481454914,-0.389368244,-0.496552586,-0.21948199,0.119643216,0.062770848,-0.077735806,0.080227191,-0.042129793,-0.027321003,2,4
4637,4637,-0.224612713,0.072654147,0.051851384,0.179300082,0.080493545,0.192744656,0.064909937,0.427889418,-0.007345376,0.065913848,-0.334072619,-0.309416993,0.165309592,-0.136535886,-0.107873724,0.063471319,0.041402393,0.339096354,-0.272982003,-0.246842563,-0.079641196,-0.528522519,-0.125270284,0.444602442,-0.108400755,0.060364289,-0.256970814,-0.42924261,0.025229981,-0.048774367,-0.110879942,0.187102112,0.445414303,0.183009634,-0.033209998,-0.185419928,-0.198111179,0.192998814,-0.099892373,-0.159514008,-0.197258212,-0.295144901,-0.317562879,-0.109311576,-0.251198365,0.121140288,-0.103837213,0.160011442,-0.227044413,0.048328375,2,4
4638,4638,-0.123544476,-0.240441848,-0.093867083,0.018483534,0.081583714,0.007097827,0.029503909,0.376931073,-0.113736854,0.139343989,-0.619133936,-0.247627427,0.273621339,-0.220366953,-0.233190642,-0.176649334,0.234628088,0.163727753,-0.636077337,0.014807573,-0.330133268,-0.681882879,-0.240792532,0.273059428,-0.326097033,-0.170758557,-0.140154803,-0.442069646,0.221975516,-0.143486243,0.220097258,0.300256475,0.333023838,0.25395918,-0.284581789,0.071972657,-0.109815317,0.030972448,0.537712927,-0.07855073,-0.28900214,-0.583481421,-0.437923867,0.130162145,0.115698098,0.144607459,-0.310229892,0.228402096,-0.140922238,-0.020828423,2,4
4639,4639,-0.328147669,-0.266410012,-0.045598632,0.024060234,0.079755204,0.199512884,-0.222481465,0.098893742,-0.098580118,-0.128755113,-0.573698641,0.040353144,-0.372072062,0.15491609,0.027375693,0.293902206,0.282855144,0.145796931,-0.363494641,-0.552896192,-0.497026961,-0.724193932,-0.243281412,0.608319409,-0.395637971,0.092885546,-0.270920228,-0.407351957,-0.254985882,-0.039334808,0.020390733,0.552205361,0.445374551,0.385762833,-0.381728196,-0.072655003,-0.218548859,0.267410575,-0.133529644,-0.174598303,-0.205400071,-0.370944612,-0.510716681,0.001610088,-0.050413549,0.726935737,-0.079221962,0.223210068,-0.146412612,0.059773473,2,4
4640,4640,0.457808251,0.47012399,0.191198178,-0.214234993,0.320302214,0.595890012,-0.252976091,-0.299207456,0.225609687,-0.208287207,-0.130510516,-0.053963486,0.150407039,0.12273303,0.282086233,0.041835072,0.215759165,-0.121540993,0.298801199,-0.056833427,0.068635078,0.289259217,-0.087483359,0.206737905,0.176078594,-0.332055238,0.113732919,0.221235662,0.064628836,-0.029098555,-0.040719253,-0.04818511,0.361681143,-0.099778862,0.292865554,-0.185589592,-0.363229218,0.036988147,0.362093143,-0.237339647,-0.255348674,0.076112905,-0.170016771,-0.122849976,0.307966797,0.017106664,-0.085272685,-0.152279838,0.170217548,0.064956507,2,4
4641,4641,-0.177180075,0.212058467,0.120040073,0.028148928,0.127207704,0.462507789,-0.134591366,0.553645724,-0.232940413,0.326558914,-0.843302741,-0.687483804,0.2195355,0.077080341,0.240760189,-0.348866055,0.201666501,0.89641033,-0.338084492,-0.311628071,-0.360081074,-0.732550056,0.041692628,0.630524789,-0.281447904,-0.283518013,-0.267057994,-0.216561728,0.132239422,-0.062013465,-0.03178806,0.561320381,0.491806908,-0.032091559,-0.151132232,0.084134039,-0.030976264,0.016951666,0.614729497,0.308675358,-0.52549802,-1.038986446,-0.640669998,0.073123272,-0.17613665,0.323373495,-0.217715189,0.238417672,0.000816171,-0.008557198,2,4
4642,4642,-0.245202996,0.517082501,-0.027071181,-0.123650202,0.035511304,0.059676725,0.224650485,0.243987258,-0.284564103,-0.43013739,-0.093278378,-0.266608033,0.500590138,0.206492192,-0.184196361,-0.277881205,0.357522788,0.376156554,-0.352014635,-0.048527183,-0.007144184,-0.212219463,-0.04452213,0.407241163,-0.11289374,-0.097962332,-0.189695192,-0.148963613,0.229063661,0.42011562,-0.03431841,-0.126964053,0.247383005,-0.141811466,-0.176386648,0.077742553,-0.003915255,0.316226271,0.543902394,0.281968296,-0.206979339,-0.417466018,0.006500565,0.463845475,0.072960699,0.589243034,-0.020296792,0.033608992,-0.091936539,-0.156919445,2,4
4643,4643,-0.53658857,0.040480306,0.220198146,-0.030178038,-0.13058904,0.479121507,0.12308162,0.51936048,-0.419370464,-0.086787684,-0.824031459,-0.273858188,0.173005329,0.08271679,-0.135123199,-0.061347534,0.41426103,0.790345134,-0.211838812,-0.784394278,-0.226534113,-0.800982345,-0.064228314,0.774322435,-0.415711757,-0.102591135,-0.248249982,-0.509388923,-0.04848346,0.168380511,-0.011420353,0.318320736,0.798597234,-0.021267768,0.040976807,0.05493885,0.245955474,0.494027699,0.146491545,-0.047116828,-0.877083001,-0.986983033,-0.829877455,0.243392211,-0.078332628,0.332708414,-0.105106258,0.688289986,-0.331274603,-0.229155723,2,4
4644,4644,-0.227690287,-0.205339537,0.084912696,-0.030157949,-0.097965192,0.282656026,0.041627203,0.38243987,0.059858753,0.23139779,-0.660783482,-0.654507372,0.312343249,0.076959539,-0.263402231,-0.278313199,0.541697259,0.716046356,-0.44793602,-0.750052004,-0.266857436,-1.035634339,-0.090525818,0.936083609,-0.377631142,0.064418193,-0.687388565,-0.404469111,-0.134223884,-0.079974762,0.008604663,0.347490195,0.696269365,0.108209687,-0.058599818,-0.106501791,0.033328464,0.302384922,0.249744651,-0.111696667,-0.622121537,-0.650085036,-0.792085915,0.07314876,-0.207634533,0.359594835,-0.353693923,0.365039185,-0.153884886,0.023083496,2,4
4645,4645,-0.184867342,-0.05181623,0.206839169,-0.021127765,0.016251985,0.125217692,-0.029784694,0.551652877,-0.198816049,0.149922238,-0.404569177,-0.186499983,0.043242403,-0.0997471,0.022601999,0.117223591,0.411733261,0.402753127,-0.004494202,-0.452361729,-0.25385602,-0.609903654,-0.182959385,0.387609129,-0.04463391,-0.207918137,-0.168847308,-0.145899129,-0.062381754,0.012440215,-0.088692988,0.398583499,0.409249709,-0.129788321,-0.012601772,0.058266833,0.048049852,0.185398708,0.162277838,-0.144112066,-0.400339994,-0.318948312,-0.32764456,0.084551821,0.002527203,0.437960484,-0.207502534,0.267055714,-0.127780327,0.101571261,2,4
4646,4646,-0.371245237,-0.175829789,0.092195291,0.058475832,0.144855497,-0.275025718,-0.000938205,0.477948201,-0.380212004,-0.080650028,-0.666960245,-0.383195835,0.361008133,-0.401348772,-0.139231403,-0.12444507,0.567983868,0.082003489,-0.295892738,-0.630877464,-0.195002842,-0.599713548,-0.172349727,0.546919024,-0.148068328,-0.179097671,-0.390532789,-0.244328681,0.032544793,-0.025191227,0.419489793,0.347726991,0.296385852,-0.148156409,-0.304410902,-0.053132035,0.056338794,0.199528693,-0.10826648,-0.301210535,-0.249225197,-0.587395212,-0.209746508,0.181525417,0.103915104,0.464130557,-0.046639821,0.358322236,-0.028235849,-0.000464742,2,4
4647,4647,-0.372197066,-0.295197907,0.16321207,0.053651898,0.011504489,0.419158549,0.023179868,0.814137907,-0.277376673,0.234301897,-0.619124931,-0.457022095,0.333087,-0.497995858,-0.014141492,0.008696581,0.411615379,0.68506657,-0.145455188,-0.026597219,-0.553981507,-0.556902663,-0.082452403,0.376492609,-0.74729918,-0.051979992,-0.494176644,-0.526860549,0.136127545,-0.077394404,-0.206449552,0.150529578,0.484922328,0.185112889,-0.263679079,0.068674279,-0.330033651,0.244081319,0.448733655,-0.043501689,-0.489564321,-0.742498449,0.127684759,0.288365664,0.073596626,0.491724358,-0.215024864,0.419423938,0.009983645,-0.145575331,2,4
4648,4648,-0.370073065,-0.074909892,0.108025797,-0.203487791,-0.232010148,0.601375576,0.178067639,1.114900008,-0.408882171,0.84818694,-0.121897135,-0.6917494,0.245608486,-0.03819292,0.032276433,-0.419547178,0.946719036,-0.016744998,-0.03018132,-0.782078385,-0.290614139,-0.54513678,-0.226533953,0.656879947,-0.459250089,-0.320133791,-0.479400976,0.351437835,0.327321574,0.110716633,-0.361598808,0.033231446,0.622341655,-0.060206905,-0.749257587,0.33033549,-0.300299607,0.684805431,0.552640801,0.226241238,-0.852038361,-0.822274238,-0.123612576,0.033538252,0.003258243,0.31258866,-0.082256362,0.221971257,0.285215572,-0.443651881,2,4
4649,4649,-0.054821144,0.281192203,-0.361371348,-0.257308386,0.356337219,0.040059049,0.878191259,0.104073222,-0.579924449,0.083096802,-0.385970766,0.328368175,-0.476458691,-0.051742064,-0.22296381,-0.068158806,0.186304949,0.947553113,0.580621282,-0.012533031,-0.403713716,0.664305975,0.078293062,0.266402875,-0.139751395,0.308393124,0.012085405,0.375030652,0.250542089,0.181776737,-0.57973241,-0.419308851,0.418606614,-0.342099383,-0.300232251,-0.049253583,0.067639008,-0.892422316,0.146784936,-0.689093401,0.189411855,0.620144226,0.271111319,0.384378006,0.235116892,0.200827895,-0.163910603,-0.782776835,0.175344765,-0.023411219,2,4
4650,4650,-0.352290334,-0.199652587,-0.004311442,-0.253580766,-0.034379747,0.137819971,0.134997687,0.644470397,-0.482221366,0.166031125,-0.765712735,-0.579539471,-0.107673235,-0.174639462,0.13522227,-0.294331719,0.4199785,0.613628332,-0.592520379,-0.649406737,-0.461910917,-1.19207326,-0.072863669,0.867338674,-0.591919933,-0.22706026,-0.460183294,-0.494308493,0.18216418,0.136973164,-0.024518698,0.545011163,0.752629802,0.035171706,-0.038721582,-0.157108092,0.158587957,0.111659712,0.293015359,-0.301981243,-0.84582728,-0.585343452,-0.63470779,0.136276071,-0.047693799,0.493119954,-0.145148735,0.323116807,-0.046634546,0.056913936,2,4
