Publisher,Time,Author,Title
Portfolio,05/10/16,Don Tapscott,"Blockchain Revolution: How the Technology Behind Bitcoin Is Changing Money, Business, and the World"
Penguin Books; Reprint edition,08/08/17,Urban Meyer,Above the Line: Lessons in Leadership and Life from a Championship Program
Portfolio; 2/24/13 edition,03/26/13,Olivia Fox Cabane,The Charisma Myth: How Anyone Can Master the Art and Science of Personal Magnetism
Bookmark Publishing; 2 edition,02/15/16,Carolyn Warren,Repair Your Credit Like the Pros: How credit attorneys and certified consultants legally delete bad credit and restore your good name
American Bar Association; 1 edition,,Sally Balch Hurme,"ABA/AARP Checklist for My Family: A Guide to My History, Financial Plans and Final Wishes"
AMACOM; 51482nd edition,09/04/12,Mike Weinberg,New Sales. Simplified.: The Essential Handbook for Prospecting and New Business Development
"Harvard Business Review Press; Revised, Expanded edition",,Karen Berman,"Financial Intelligence, Revised Edition: A Manager's Guide to Knowing What the Numbers Really Mean"
Successwise,01/18/16,Allan Dib,"The 1-Page Marketing Plan: Get New Customers, Make More Money, And Stand out From The Crowd"
Innovation Press; 3.3.2012 edition,04/20/12,Victor Cheng,Case Interview Secrets: A Former McKinsey Interviewer Reveals How to Get Multiple Job Offers in Consulting
Portfolio,05/02/17,Nick Bilton,American Kingpin: The Epic Hunt for the Criminal Mastermind Behind the Silk Road
Grand Central Publishing; Reprint edition,03/19/13,Tony Hsieh,"Delivering Happiness: A Path to Profits, Passion, and Purpose"
W. W. Norton &amp; Company; Reprint edition,03/15/10,Michael Lewis,Liar's Poker (Norton Paperback)
Sackets Harbor Press; 1 edition,01/10/17,Brian H Murray,Crushing It in Apartments and Commercial Real Estate: How a Small Investor Can Make It Big
Mariner Books; Reprint edition,07/02/13,Paul Tough,"How Children Succeed: Grit, Curiosity, and the Hidden Power of Character"
SparkNotes; Study Guide ed. edition,,William Shakespeare,Macbeth (No Fear Shakespeare)
The Well-Trained Mind Press; 2 edition,04/17/06,Susan Wise Bauer,"The Story of the World: History for the Classical Child: Volume 1: Ancient Times: From the Earliest Nomads to the Last Roman Emperor, Revised Edition"
Prima; 1 edition,09/01/98,James C. Hunter,The Servant: A Simple Story About the True Essence of Leadership
Simon &amp; Schuster; Reprint edition,01/02/18,Amy Goldstein,Janesville: An American Story
Ecco; Updated edition,01/09/07,Anthony Bourdain,Kitchen Confidential Updated Edition: Adventures in the Culinary Underbelly (P.S.)
Dey Street Books,01/23/18,William C. Rempel,The Gambler: How Penniless Dropout Kirk Kerkorian Became the Greatest Deal Maker in Capitalist History
Random House; 1st Edition edition,05/16/17,Sam Walker,The Captain Class: The Hidden Force That Creates the World's Greatest Teams
Alfred A. Knopf; 1st edition,09/08/09,Dayton Duncan,The National Parks: America's Best Idea
W. W. Norton &amp; Company; 1 edition,,Jessica Bruder,Nomadland: Surviving America in the Twenty-First Century
HarperCollins; 1 edition,11/24/05,Jim Collins,Good to Great and the Social Sectors: Why Business Thinking is Not the Answer
Harper,09/08/09,50 Cent,The 50th Law
McGraw-Hill Education; 2 edition,06/13/16,John Schaub,"Building Wealth One House at a Time, Updated and Expanded, Second Edition"
4C Press,01/30/18,Chris Ducker,Rise of the Youpreneur: The Definitive Guide to Becoming the Go-To Leader in Your Industry and Building a Future-Proof Business
Touchstone,01/13/15,Jack Schafer,"The Like Switch: An Ex-FBI Agent’s Guide to Influencing, Attracting, and Winning People Over"
Baker Books,11/07/17,Jordan Raynor,"Called to Create: A Biblical Invitation to Create, Innovate, and Risk"
BenBella Books; 1 edition,04/07/15,Kory Kogon,Project Management for the Unofficial Project Manager: A FranklinCovey Title
Currency; Reprint edition,09/17/13,Daron Acemoglu,"Why Nations Fail: The Origins of Power, Prosperity, and Poverty"
"RDA Press, LLC; Reprint edition",02/21/12,Ken McElroy,The ABCs of Real Estate Investing: The Secrets of Finding Hidden Profits Most Investors Miss (Rich Dad's Advisors (Paperback))
Thomas Nelson; Reprint edition,10/18/16,Brad Lomenick,H3 Leadership: Be Humble. Stay Hungry. Always Hustle.
Da Capo Lifelong Books; 4 edition,01/10/17,William Bridges,"Managing Transitions, 25th anniversary edition: Making the Most of Change"
McGraw-Hill Education; 4 edition,,Eric R. Dodge,"5 Steps to a 5: AP Macroeconomics 2018, Elite Student Edition"
Ten Speed Press; unabridged edition,06/07/16,Martin Cate,"Smuggler's Cove: Exotic Cocktails, Rum, and the Cult of Tiki"
"RDA Press, LLC; 2nd edition",05/26/15,Tom Wheelwright,Tax-Free Wealth: How to Build Massive Wealth by Permanently Lowering Your Taxes (Rich Dad Advisors)
Vanguard Press,03/22/11,Brian Tracy,No Excuses!: The Power of Self-Discipline
Hyperion; 1 edition,03/08/00,Stephen C. Lundin,Fish: A Proven Way to Boost Morale and Improve Results
William Morrow; Updated edition,10/15/13,Ken Blanchard,Leadership and the One Minute Manager Updated Ed: Increasing Effectiveness Through Situational Leadership II
Rodale Books; 1 edition,06/06/17,Brad Stulberg,"Peak Performance: Elevate Your Game, Avoid Burnout, and Thrive with the New Science of Success"
For Dummies; 8 edition,12/29/15,Eric Tyson,Personal Finance For Dummies
Eamon Dolan/Mariner Books; Reprint edition,04/11/17,Anders Ericsson,Peak: Secrets from the New Science of Expertise
Harvard Business Review Press,06/07/16,Chris Zook,The Founder's Mentality: How to Overcome the Predictable Crises of Growth
Jossey-Bass; 1 edition,09/10/99,Parker J.  Palmer,Let Your Life Speak: Listening for the Voice of Vocation
K &amp; S Ranch; 1 edition,03/01/12,Steve Blank,1: The Startup Owner's Manual: The Step-By-Step Guide for Building a Great Company
Random House Trade Paperbacks; Reprint edition,03/06/18,Alan Alda,"If I Understood You, Would I Have This Look on My Face?: My Adventures in the Art and Science of Relating and Communicating"
Belknap Press: An Imprint of Harvard University Press; Reprint edition,08/14/17,Thomas Piketty,Capital in the Twenty-First Century
Oxford University Press; 1 edition,,Byron Sharp,How Brands Grow: What Marketers Don't Know
HarperBusiness; 3rd ed. edition,06/24/04,Jim Collins,Built to Last: Successful Habits of Visionary Companies (Harper Business Essentials)
Mariner Books; Reprint edition,04/04/17,Chris Anderson,TED Talks: The Official TED Guide to Public Speaking
McGraw-Hill Education; 2 edition,01/06/14,Michael Sincere,Understanding Options 2E
BiggerPockets,12/14/17,David Greene,"Long-Distance Real Estate Investing: How to Buy, Rehab, and Manage Out-of-State Rental Properties"
HarperOne,05/16/17,Eric Barker,Barking Up the Wrong Tree: The Surprising Science Behind Why Everything You Know About Success Is (Mostly) Wrong
"Little, Brown and Company; 5 edition",04/15/14,Paul D. Tieger,Do What You Are: Discover the Perfect Career for You Through the Secrets of Personality Type
Rockin' Robbins Publishing,10/25/13,Sarah Robbins,ROCK Your Network Marketing Business: How to Become a Network Marketing ROCK STAR
Thomas Nelson Publishing; 1 edition,04/06/12,Andy Andrews,The Traveler's Gift
Assn. for Supervision &amp; Curriculum Development; 2nd Expanded edition,,Jay McTighe,Understanding By Design
Brown Books Publishing Group,05/17/16,Alex Becker,The 10 Pillars of Wealth: Mind-Sets of the World's Richest People
CreateSpace Independent Publishing Platform,12/11/17,Alan T. Norman,"Blockchain Technology Explained: The Ultimate Beginner’s Guide About Blockchain Wallet, Mining, Bitcoin, Ethereum, Litecoin, Zcash, Monero, Ripple, Dash, IOTA And Smart Contracts"
Harvard Business Press; 1 edition,,Peter F. Drucker,Managing Oneself (Harvard Business Review Classics)
Bantam; Reprint edition,08/16/16,Mahzarin R. Banaji,Blindspot: Hidden Biases of Good People
O'Reilly Media; 1 edition,04/02/17,Camille Fournier,The Manager's Path: A Guide for Tech Leaders Navigating Growth and Change
South-Western College Pub; 5 edition,,William M. Pride,Foundations of Business (Standalone Book)
McGraw-Hill Education; 1 edition,04/18/02,Elizabeth Pantley,The No-Cry Sleep Solution: Gentle Ways to Help Your Baby Sleep Through the Night
Thomas Nelson; 1 edition,03/30/10,John C. Maxwell,"Everyone Communicates, Few Connect: What the Most Effective People Do Differently"
Currency; 1 edition,03/09/10,Jason Fried,Rework
"Hay House, Inc.; First Edition edition",10/28/14,Brendon Burchard,The Motivation Manifesto
Amazon Publishing,05/21/13,99U,"Manage Your Day-to-Day: Build Your Routine, Find Your Focus, and Sharpen Your Creative Mind (The 99U Book Series)"
Independently published,04/18/17,John Roberts,Stock Investing For Beginners: How To Buy Your First Stock And Grow Your Money
Pfeiffer; 3 edition,,Peter Block,Flawless Consulting: A Guide to Getting Your Expertise Used
Box of Tricks Publishing,07/26/17,Phil M Jones,Exactly What to Say: The Magic Words for Influence and Impact
Productivity Press; 3 edition,,David Mann,"Creating a Lean Culture: Tools to Sustain Lean Conversions, Third Edition"
For Dummies; 6 edition,03/04/16,Eric Tyson,Home Buying Kit For Dummies
Brooks Cole; 9 edition,,Gerald Corey,"Issues and Ethics in the Helping Professions, Updated with 2014 ACA Codes (Book Only)"
Perceptive Press,03/07/18,Bernadette Jiwa,Story Driven: You don't need to compete when you know who you are
Portfolio; 1 edition,10/16/08,Seth Godin,Tribes: We Need You to Lead Us
For Dummies; 3 edition,09/02/14,Jennifer Reuting,Limited Liability Companies For Dummies
Dutton,03/06/18,Janice Kaplan,"How Luck Happens: Using the Science of Luck to Transform Work, Love, and Life"
W. W. Norton &amp; Company; 1 edition,06/27/17,Andrew McAfee,"Machine, Platform, Crowd: Harnessing Our Digital Future"
Sybex; 4th edition,,Sandra M. Reed,PHR / SPHR Professional in Human Resources Certification Study Guide
Scribner,01/09/18,Lea Berman,Treating People Well: The Extraordinary Power of Civility at Work and in Life
University of Chicago Press; 1st edition,03/15/07,F. A. Hayek,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)"
Potter Style,12/26/07,Carley Roney,"The Knot Book of Wedding Lists: The Ultimate Guide to the Perfect Day, Down to the Smallest Detail"
For Dummies; 3 edition,,Steven M. Rice,"Series 7 Exam For Dummies, with Online Practice Tests"
Touchstone; 1st Fireside ed edition,04/09/92,Frank Bettger,How I Raised Myself from Failure to Success in Selling
O'Reilly Media; 1 edition,,Nancy Duarte,slide:ology: The Art and Science of Creating Great Presentations
Berrett-Koehler Publishers; 2 edition,02/09/16,John Perkins,The New Confessions of an Economic Hit Man
Chelsea Green Publishing,,Donella H. Meadows,Thinking in Systems: A Primer
PebbleStorm; 48200th edition,07/08/11,Aaron Ross,Predictable Revenue: Turn Your Business Into a Sales Machine with the $100 Million Best Practices of Salesforce.com
AMACOM; 39256th edition,06/10/05,Paul Falcone,2600 Phrases for Effective Performance Reviews: Ready-to-Use Words and Phrases That Really Get Results
Sirio; Translation edition,11/01/11,T. Harv Eker,Los secretos de la mente millonaria (Spanish Edition)
CreateSpace Independent Publishing Platform; 2 edition,05/09/14,John Rossman,The Amazon Way: 14 Leadership Principles Behind the World's Most Disruptive Company
Plata Publishing; Reprint edition,04/03/12,Robert T. Kiyosaki,"Rich Dad's Guide to Investing: What the Rich Invest in, That the Poor and the Middle Class Do Not!"
Vintage; 2nd edition,03/30/04,Ron Chernow,"Titan: The Life of John D. Rockefeller, Sr."
Portfolio,04/25/17,Vanessa Van Edwards,Captivate: The Science of Succeeding with People
AoPS Incorporated; 7th edition,,Richard Rusczyk,"The Art of Problem Solving, Vol. 1: The Basics"
Jossey-Bass; 1 edition,11/16/15,Patrick M. Lencioni,The Truth About Employee Engagement: A Fable About Addressing the Three Root Causes of Job Misery
CreateSpace Independent Publishing Platform,03/01/16,Mark Ferguson,"Build a Rental Property Empire: The no-nonsense book on finding deals, financing the right way, and managing wisely."
Penguin Press; First Edition edition,,Geoffrey West,"Scale: The Universal Laws of Growth, Innovation, Sustainability, and the Pace of Life in Organisms, Cities, Economies, and Companies"
Vintage; First Thus edition,07/12/75,Robert A. Caro,The Power Broker: Robert Moses and the Fall of New York
Vintage; 2nd edition,08/29/95,Andrew S. Grove,High Output Management
For Dummies; 1 edition,05/01/17,Eric Tyson,Investing All-in-One For Dummies (For Dummies (Business & Personal Finance))
Penguin Press; 1 edition,04/11/17,Elisabeth Rosenthal,An American Sickness: How Healthcare Became Big Business and How You Can Take It Back
Jossey-Bass; 2 edition,,Bill George,Discover Your True North
Syngress; 3 edition,,Eric Conrad,"Eleventh Hour CISSP®, Third Edition: Study Guide"
HarperBusiness,12/26/17,Jesse Mecham,"You Need a Budget: The Proven System for Breaking the Paycheck-to-Paycheck Cycle, Getting Out of Debt, and Living the Life You Want"
Gallup Press; 1 edition,01/29/01,Marcus Buckingham,"Now, Discover Your Strengths"
Routledge; 1 edition,04/30/16,Judith E. Glaser,Conversational Intelligence: How Great Leaders Build Trust and Get Extraordinary Results
Wiley; 1 edition,01/17/12,Jack D. Schwager,"Market Wizards, Updated: Interviews With Top Traders"
Currency; 1 edition,06/04/02,Larry Bossidy,Execution: The Discipline of Getting Things Done
"Portfolio; Revised, Updated edition",05/04/10,Roger Connors,The Oz Principle: Getting Results Through Individual and Organizational Accountability
St. Martin's Press,02/20/18,Chris Hughes,Fair Shot: Rethinking Inequality and How We Earn
"aha! Process, Inc.; 5th edition",,Ruby K. Payne,A Framework for Understanding Poverty; A Cognitive Approach
PublicAffairs; 1 edition,05/27/14,Erin Meyer,The Culture Map: Breaking Through the Invisible Boundaries of Global Business
South-Western College Pub; 9 edition,,Eugene F. Brigham,"Fundamentals of Financial Management, Concise Edition"
W. W. Norton &amp; Company; 1st edition,03/17/04,Michael Lewis,Moneyball: The Art of Winning an Unfair Game
Currency; 1st edition,04/20/04,Mark Sanborn,The Fred Factor: How Passion in Your Work and Life Can Turn the Ordinary into the Extraordinary
HarperBusiness; 1 edition,10/04/16,Clayton M. Christensen,Competing Against Luck: The Story of Innovation and Customer Choice
Wiley; 1 edition,02/13/18,Gary Burnison,"Lose the Resume, Land the Job"
Da Capo Lifelong Books; 2nd Revised &amp; enlarged edition,08/10/04,William Bridges,"Transitions: Making Sense of Life's Changes, Revised 25th Anniversary Edition"
Morgan James Publishing; Reprint edition,02/16/16,Ray Edwards,"How to Write Copy That Sells: The Step-By-Step System for More Sales, to More Customers, More Often"
Henry Holt and Co.; First Edition edition,11/14/17,Tina Brown,The Vanity Fair Diaries: 1983 - 1992
CreateSpace Independent Publishing Platform; 2.4.2013 edition,,Cary Siegel,Why Didn't They Teach Me This in School?: 99 Personal Money Management Principles to Live By
Oxford University Press; 1 edition,,Brink Lindsey,"The Captured Economy: How the Powerful Enrich Themselves, Slow Down Growth, and Increase Inequality"
Portfolio; Reprint edition,04/24/12,Seth Godin,All Marketers are Liars: The Underground Classic That Explains How Marketing Really Works--and Why Authenticity Is the Best Marketing of All
