Publisher,Time,Author,Title
"Little, Brown and Company; 1 edition",10/24/17,Michael Giorgione,Inside Camp David: The Private World of the Presidential Retreat
Althea Press,02/28/17,Kacie Berghoef,The Modern Enneagram: Discover Who You Are and Who You Can Be
Penguin Books; Reprint edition,10/03/17,Colin Dickey,Ghostland: An American History in Haunted Places
Ballantine Books; Reissue edition,05/12/87,George Wilson,"If You Survive: From Normandy to the Battle of the Bulge to the End of World War II, One American Officer's Riveting True Story"
Penguin Classics,03/25/03,Bruce Chatwin,In Patagonia (Penguin Classics)
Fons &amp; Porter; Pap/Cdr edition,06/12/15,Laurie Aaron Hird,The Farmer's Wife 1930s Sampler Quilt: Inspiring Letters from Farm Women of the Great Depression and 99 Quilt Blocks That Honor Them
Picador; Reprint edition,04/04/17,Natalie Y. Moore,The South Side: A Portrait of Chicago and American Segregation
Voyageur Press,10/01/16,Fred Minnick,"Bourbon: The Rise, Fall, and Rebirth of an American Whiskey"
"Little, Brown and Company",11/07/17,Malcolm Harris,Kids These Days: Human Capital and the Making of Millennials
Thames &amp; Hudson,04/17/97,Mary Ellen Miller,An Illustrated Dictionary of the Gods and Symbols of Ancient Mexico and the Maya
Hazelden Publishing; Commemorative edition,09/03/10,Anonymous,The Book That Started It All: The Original Working Manuscript of Alcoholics Anonymous
Penguin Classics; 1 edition,,Ernst Jünger,Storm of Steel (Penguin Classics Deluxe Edition)
Bantam; Reprint edition,05/19/15,Rusty Bradley,Lions of Kandahar: The Story of a Fight Against All Odds
Penguin Books; Reprint edition,12/26/06,John Lewis Gaddis,The Cold War: A New History
Phoenix; First Paperback Edition edition,03/01/11,Neil Oliver,A History of Scotland: Look Behind the Mist and Myth of Scottish History
Anchor; Reprint edition,06/03/14,Bill Bryson,"One Summer: America, 1927"
Baker Academic; 3 edition,,Mark A. Noll,Turning Points: Decisive Moments in the History of Christianity
Basic Books; 1 edition,10/12/10,Timothy Snyder,Bloodlands: Europe Between Hitler and Stalin
Abingdon Press,05/02/17,Adam Hamilton,Moses: In the Footsteps of the Reluctant Prophet (Moses Series)
Liveright; 1 edition,,Michael Korda,"Alone: Britain, Churchill, and Dunkirk: Defeat Into Victory"
Center Street,01/02/18,Gary J. Byrne,Secrets of the Secret Service: The History and Uncertain Future of the U.S. Secret Service
Harper Paperbacks; Reprint edition,03/08/16,Kate Andersen Brower,The Residence: Inside the Private World of the White House
Broadway Books; 33338th edition,02/01/11,Jim Frederick,Black Hearts: One Platoon's Descent into Madness in Iraq's Triangle of Death
Simon &amp; Schuster; Reissue edition,02/10/15,John Lewis,Walking with the Wind: A Memoir of the Movement
Dutton,08/08/17,Tom Sancton,The Bettencourt Affair: The World's Richest Woman and the Scandal That Rocked Paris
Mariner Books; Reprint edition,04/18/17,Andrés Reséndez,The Other Slavery: The Uncovered Story of Indian Enslavement in America
Holt Paperbacks; Reprint edition,11/15/93,John Mack Faragher,Daniel Boone: The Life and Legend of an American Pioneer (An Owl Book)
NYU Press; 1/31/08 edition,,Don Jordan,White Cargo: The Forgotten History of Britain's White Slaves in America
Knopf; First Edition edition,10/10/17,Kenneth Whyte,Hoover: An Extraordinary Life in Extraordinary Times
IVP Academic,08/23/10,Thomas C. Oden,How Africa Shaped the Christian Mind: Rediscovering the African Seedbed of Western Christianity
Random House Trade Paperbacks; Reprint edition,02/01/00,Robert K. Massie,Nicholas and Alexandra: The Classic Account of the Fall of the Romanov Dynasty
Basic Books; Revised edition,09/28/10,Mark Pendergrast,Uncommon Grounds: The History of Coffee and How It Transformed Our World
Dial Press Trade Paperback; Reprint edition,03/26/02,Pat Conroy,The Water Is Wide: A Memoir
Holt Paperbacks; Reprint edition,05/01/02,Audie Murphy,To Hell and Back
Princeton Review; 2 edition,,Princeton Review,"Cracking the SAT Subject Test in World History, 2nd Edition: Everything You Need to Help Score a Perfect 800 (College Test Preparation)"
Post Hill Press,07/19/16,Burgess Owens,"Liberalism or How to Turn Good Men into Whiners, Weenies and Wimps"
Ballantine Books,03/26/02,Laura Hillenbrand,Seabiscuit: An American Legend (Ballantine Reader's Circle)
William Morrow Paperbacks; 1 edition,09/22/15,Daniel James Brown,The Indifferent Stars Above: The Harrowing Saga of the Donner Party
Black Dog &amp; Leventhal; Slp Har/Ma edition,10/20/15,Ross King,"Florence: The Paintings & Frescoes, 1250-1743"
University of California Press; New edition,10/25/16,Joshua Bloom,Black against Empire: The History and Politics of the Black Panther Party (The George Gund Foundation Imprint in African American Studies)
Oxford University Press; 1 edition,,Andrew Beattie,The Danube: A Cultural History (Landscapes of the Imagination)
Henry Holt,09/16/08,Rick Atkinson,"The Day of Battle: The War in Sicily and Italy, 1943-1944 (The Liberation Trilogy)"
"Anchor; Revised, Reprint edition",07/27/10,Jon Krakauer,Where Men Win Glory: The Odyssey of Pat Tillman
Da Capo Press; First Edition edition,02/14/17,Gregg Zoroya,The Chosen Few: A Company of Paratroopers and Its Heroic Struggle to Survive in the Mountains of Afghanistan
"Ocean Press; First Edition, Second Printing edition",08/01/03,Ernesto Che Guevara,The Motorcycle Diaries: Notes on a Latin American Journey
Vintage; 1st edition,02/12/66,Richard Hofstadter,Anti-Intellectualism in American Life
Random House Trade Paperbacks; Reissue edition,09/29/15,Jeffrey Toobin,The Run of His Life: The People v. O. J. Simpson
Random House Trade Paperbacks; Later Printing edition,,Victoria Finlay,Color: A Natural History of the Palette
Random House Trade Paperbacks; Reprint edition,04/30/09,Jon Meacham,AMERICAN LION: Andrew Jackson in the White House
Dutton,09/05/17,Josh Dean,The Taking of K-129: How the CIA Used Howard Hughes to Steal a Russian Sub in the Most Daring Covert Operation in History
Modern Library; unknown edition,,Marcus Aurelius,Meditations: A New Translation (Modern Library)
Ecco; Reprint edition,10/24/17,Simon Schama,The Story of the Jews Volume One: Finding the Words 1000 BC-1492 AD
Penguin Books; Reprint edition,06/06/17,Eric Metaxas,If You Can Keep It: The Forgotten Promise of American Liberty
W. W. Norton &amp; Company; 5 edition,,Eric Foner,Voices of Freedom: A Documentary History (Fifth Edition)  (Vol. 1)
W. W. Norton &amp; Company; Reprint edition,03/17/08,Ian W. Toll,Six Frigates: The Epic History of the Founding of the U.S. Navy
HarperCollins; Reissue edition,09/29/09,Elisabeth Elliot,Shadow of the Almighty: The Life and Testament of Jim Elliot (Lives of Faith)
Rodale Books; Rough cut edition,10/03/06,David S. Kidder,"The Intellectual Devotional: Revive Your Mind, Complete Your Education, and Roam Confidently with the Cultured Class"
McGraw-Hill Education; 8 edition,,Alan Brinkley,The Unfinished Nation: A Concise History of the American People
Da Capo Press,09/12/17,Scott S. Greenberger,The Unexpected President: The Life and Times of Chester A. Arthur
Naval Institute Press; Reprint edition,11/15/13,Sandra Grimes,Circle of Treason: A CIA Account of Traitor Aldrich Ames and the Men He Betrayed
University of Chicago Press; 1 edition,04/01/02,Alexis de Tocqueville,Democracy in America
Simon &amp; Schuster; First Edition edition,01/23/18,Omer Bartov,Anatomy of a Genocide: The Life and Death of a Town Called Buczacz
Simon &amp; Schuster,10/18/11,Philip Freeman,Alexander the Great
Vintage; Reprint edition,05/16/17,Simon Sebag Montefiore,The Romanovs: 1613-1918
Library of America,01/30/18,Brooks D. Simpson,Reconstruction: Voices from America's First Great Struggle for Racial Equality (The Library of America)
Free Press; 1st edition,10/07/98,Mark Mathabane,Kaffir Boy: An Autobiography--The True Story of a Black Youth's Coming of Age in Apartheid South Africa
Delta; Sixteenth Printing edition,01/12/99,Eldridge Cleaver,Soul on Ice
St. Martin's Press; 1st Edition edition,02/27/18,Catherine Hewitt,Renoir's Dancer: The Secret Life of Suzanne Valadon
Penguin Books; 2 edition,,Stanley Karnow,Vietnam: A History
Penguin Books,04/24/07,Nathaniel Philbrick,"Mayflower: A Story of Courage, Community, and War"
Broadway Books; Reprint edition,05/09/17,James Campbell,"Braving It: A Father, a Daughter, and an Unforgettable Journey into the Alaskan Wild"
Bantam; 2.5.2012 edition,03/06/12,James D. Hornfischer,Neptune's Inferno: The U.S. Navy at Guadalcanal
"Supreme Design, LLC; 3rd edition",,Supreme Understanding,The Science of Self
Quirk Books,10/04/16,Sam Maggs,"Wonder Women: 25 Innovators, Inventors, and Trailblazers Who Changed History"
Skyhorse Publishing; 3rd ed. edition,,Peter Janney,"Mary's Mosaic: The CIA Conspiracy to Murder John F. Kennedy, Mary Pinchot Meyer, and Their Vision for World Peace: Third Edition"
Wizards of the Coast; 5th edition,12/09/14,Wizards RPG Team,Dungeon Master's Guide (D&D Core Rulebook)
Workman Publishing Company; 5 edition,05/31/16,Heidi Murkoff,What to Expect When You're Expecting
New Harbinger Publications/ Noetic Books; 1 edition,,Michael A. Singer,The Untethered Soul: The Journey Beyond Yourself
"Hay House, Inc.; 1 edition",11/07/17,Anthony William,"Medical Medium Thyroid Healing: The Truth behind Hashimoto's, Graves', Insomnia, Hypothyroidism, Thyroid Nodules & Epstein-Barr"
"TalentSmart; Enhanced, New edition",06/16/09,Travis Bradberry,Emotional Intelligence 2.0
Amber-Allen Publishing,11/07/97,Don Miguel Ruiz,The Four Agreements: A Practical Guide to Personal Freedom (A Toltec Wisdom Book)
Houghton Mifflin Harcourt,12/05/17,Melissa Hartwig,The Whole30 Fast & Easy Cookbook: 150 Simply Delicious Everyday Recipes for Your Whole30
Victory Belt Publishing; 1 edition,12/12/17,Suzanne Ryan,"Simply Keto: A Practical Approach to Health & Weight Loss, with 100+ Easy Low-Carb Recipes"
Harmony; 1 edition,03/13/18,Eric Zielinski D.C.,"The Healing Power of Essential Oils: Soothe Inflammation, Boost Mood, Prevent Autoimmunity, and Feel Great in Every Way"
Wizards of the Coast; 9 edition,09/30/14,Wizards RPG Team,Monster Manual (D&D Core Rulebook)
Rockridge Press,12/20/16,Amy Ramos,The Complete Ketogenic Diet for Beginners: Your Essential Guide to Living the Keto Lifestyle
Victory Belt Publishing,04/11/17,Leanne Vogel,"The Keto Diet: The Complete Guide to a High-Fat Diet, with More Than 125 Delectable Recipes and 5 Meal Plans to Shed Weight, Heal Your Body, and Regain Confidence"
Random House,02/06/18,Kate Bowler,Everything Happens for a Reason: And Other Lies I've Loved
Atria Books,07/15/14,JJ Smith,10-Day Green Smoothie Cleanse
Flatiron Books; 1 edition,12/08/15,Gene Stone,How Not to Die: Discover the Foods Scientifically Proven to Prevent and Reverse Disease
Hazelden Publishing; 1 edition,08/27/10,Brené Brown,The Gifts of Imperfection: Let Go of Who You Think You're Supposed to Be and Embrace Who You Are
"Ballantine Books; Reprint, Updated edition",12/26/07,Carol S. Dweck,Mindset: The New Psychology of Success
Worthy Publishing,09/05/17,Don Colbert,"Dr. Colbert's Keto Zone Diet: Burn Fat, Balance Appetite Hormones, and Lose Weight"
Random House; F First Edition edition,09/12/17,Brené Brown,Braving the Wilderness: The Quest for True Belonging and the Courage to Stand Alone
HarperOne,08/01/17,Gary John Bishop,Unfu*k Yourself: Get Out of Your Head and into Your Life
Grand Central Publishing,04/04/17,William H. McRaven,Make Your Bed: Little Things That Can Change Your Life...And Maybe the World
American Psychological Association (APA); 6th edition,,American Psychological Association,"Publication Manual of the American Psychological Association, 6th Edition"
Penguin Books; 1st edition,09/01/00,Robert Greene,The 48 Laws of Power
Simon &amp; Schuster,09/19/17,Tom Brady,The TB12 Method: How to Achieve a Lifetime of Sustained Peak Performance
Namaste Publishing,08/19/04,Eckhart Tolle,The Power of Now: A Guide to Spiritual Enlightenment
Harper Wave; 1 edition,03/20/18,Max Lugavere,"Genius Foods: Become Smarter, Happier, and More Productive While Protecting Your Brain for Life"
Beacon Press; 1 edition,06/01/06,Viktor E. Frankl,Man's Search for Meaning
Touchstone; 1st edition,06/15/86,Siegfried Engelmann,Teach Your Child to Read in 100 Easy Lessons
Greystone Books; 1 edition,03/01/16,Dr. Jason Fung,The Obesity Code: Unlocking the Secrets of Weight Loss
"Zondervan; Updated, Expanded edition",10/03/17,Henry Cloud,"Boundaries Updated and Expanded Edition: When to Say Yes, How to Say No To Take Control of Your Life"
Avery; Reprint edition,04/07/15,Brené Brown,"Daring Greatly: How the Courage to Be Vulnerable Transforms the Way We Live, Love, Parent, and Lead"
Flatiron Books; 1 edition,12/05/17,Gene Stone,The How Not to Die Cookbook: 100+ Recipes to Help Prevent and Reverse Disease
Wizards of the Coast; Wizards RPG Team edition,11/15/16,Wizards RPG Team,Volo's Guide to Monsters
"Hay House, Inc.",11/08/16,Anthony William,Medical Medium Life-Changing Foods: Save Yourself and the Ones You Love with the Hidden Healing Powers of Fruits & Vegetables
Harmony; 1 edition,10/03/17,Mark Sisson,The Keto Reset Diet: Reboot Your Metabolism in 21 Days and Burn Fat Forever
Bantam; 1 edition,09/11/12,Daniel J. Siegel,The Whole-Brain Child: 12 Revolutionary Strategies to Nurture Your Child's Developing Mind
Harmony; Reprint edition,03/03/09,Steven R. Gundry,Dr. Gundry's Diet Evolution: Turn Off the Genes That Are Killing You and Your Waistline
Random House Trade Paperbacks,01/07/14,Charles Duhigg,The Power of Habit: Why We Do What We Do in Life and Business
Scribner; 1 edition,05/03/16,Angela Duckworth,Grit: The Power of Passion and Perseverance
Riverhead Books,01/09/18,Daniel H. Pink,When: The Scientific Secrets of Perfect Timing
Houghton Mifflin Harcourt; 1 edition,12/05/17,Melissa Hartwig,The Whole30 Day by Day: Your Daily Guide to Whole30 Success
Victory Belt Publishing; 1 edition,10/18/16,Jimmy Moore,"The Complete Guide to Fasting: Heal Your Body Through Intermittent, Alternate-Day, and Extended Fasting"
"Farrar, Straus and Giroux; 1st edition",04/02/13,Daniel Kahneman,"Thinking, Fast and Slow"
"Hay House, Inc.; Later Printing Used edition",11/10/15,Anthony William,Medical Medium: Secrets Behind Chronic and Mystery Illness and How to Finally Heal
Bloomsbury USA,01/23/18,Johann Hari,Lost Connections: Uncovering the Real Causes of Depression �?and the Unexpected Solutions
Avery; 1 edition,08/22/17,Dale Bredesen,The End of Alzheimer's: The First Program to Prevent and Reverse Cognitive Decline
Victory Belt Publishing,01/23/18,Kyndra Holley,"Craveable Keto: Your Low-Carb, High-Fat Roadmap to Weight Loss and Wellness"
Atria Books/Beyond Words; 10th Anniversary edition,11/28/06,Rhonda Byrne,The Secret
IVP Books,10/04/16,Ian Morgan Cron,The Road Back to You: An Enneagram Journey to Self-Discovery
Rockridge Press,01/30/18,Liz Williams,"The One Pot Ketogenic Diet Cookbook: 100+ Easy Weeknight Meals for Your Skillet, Slow Cooker, Sheet Pan, and More"
Bantam,01/30/18,Daniel Coyle,The Culture Code: The Secrets of Highly Successful Groups
Workman Publishing Company; 3 edition,10/07/14,Heidi Murkoff,What to Expect the First Year
Avery,09/20/16,Dalai Lama,The Book of Joy: Lasting Happiness in a Changing World
Clarkson Potter; 1 edition,09/30/14,Gina Homolka,"The Skinnytaste Cookbook: Light on Calories, Big on Flavor"
Rockridge Press,01/09/18,Jen Fisch,"The Easy 5-Ingredient Ketogenic Diet Cookbook: Low-Carb, High-Fat Recipes for Busy People on the Keto Diet"
HarperOne; 1 edition,01/30/18,Ben Lynch ND.,Dirty Genes: A Breakthrough Program to Treat the Root Cause of Illness and Optimize Your Health
Hazelden; 1st edition,09/01/86,Melody Beattie,Codependent No More: How to Stop Controlling Others and Start Caring for Yourself
Dutton Books for Young Readers; First Edition edition,10/10/17,John Green,Turtles All the Way Down
Thomas Nelson; 1 edition,09/01/04,Emerson Eggerichs,Love & Respect: The Love She Most Desires; The Respect He Desperately Needs
CreateSpace Independent Publishing Platform,09/27/17,Loretta Wagner,The Keto Crock Pot Cookbook: Quick And Easy Ketogenic Crock Pot Recipes For Smart People
Broadway Books,01/29/13,Susan Cain,Quiet: The Power of Introverts in a World That Can't Stop Talking
Bantam; Reprint edition,07/12/16,Daniel J. Siegel,No-Drama Discipline: The Whole-Brain Way to Calm the Chaos and Nurture Your Child's Developing Mind
"Portfolio; Reprint, Revised edition",05/23/17,Simon Sinek,Leaders Eat Last: Why Some Teams Pull Together and Others Don't
The Experiment; 1 edition,08/14/12,Del Sroufe,Forks Over Knives - The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year
"Parent-Wise Solutions, Inc.; 5th ed. edition",02/01/12,Robert Bucknam M.D.,On Becoming Baby Wise: Giving Your Infant the Gift of Nighttime Sleep
Harmony Books,04/09/13,Haylie Pomroy,The Fast Metabolism Diet: Eat More Food and Lose More Weight
"Little, Brown and Company; Revised, Updated ed. edition",01/05/11,Joel Fuhrman,"Eat to Live: The Amazing Nutrient-Rich Program for Fast and Sustained Weight Loss, Revised Edition"
Harper Wave,04/17/18,Aubrey Marcus,"Own the Day, Own Your Life: Optimized Practices for Waking, Working, Learning, Eating, Training, Playing, Sleeping, and Sex"
Back Bay Books; Reprint edition,06/07/11,Malcolm Gladwell,Outliers: The Story of Success
Victory Belt Publishing; 1 edition,01/09/18,Maria Emmerich,"Keto: The Complete Guide to Success on The Ketogenic Diet, including Simplified Science and No-cook Meal Plans"
Sounds True; Reprint edition,02/01/17,David Deida,"The Way of the Superior Man: A Spiritual Guide to Mastering the Challenges of Women, Work, and Sexual Desire (20th Anniversary Edition)"
Knopf; 1 edition,09/20/16,Bill Burnett,"Designing Your Life: How to Build a Well-Lived, Joyful Life"
Spiegel &amp; Grau,12/26/17,Dan Harris,Meditation for Fidgety Skeptics: A 10% Happier How-to Book
The Guilford Press; 2 edition,,Marsha M. Linehan,"DBT® Skills Training Handouts and Worksheets, Second Edition"
Harmony; 1 edition,09/12/17,Pearl Barrett,Trim Healthy Mama's Trim Healthy Table: More Than 300 All-New Healthy and Delicious Recipes from Our Homes to Yours
Rockridge Press,12/15/14,Celby Richoux,Bacon & Butter: The Ultimate Ketogenic Diet Cookbook
Victory Belt Publishing; 1 edition,07/29/14,Dallas Hartwig,It Starts With Food: Discover the Whole30 and Change Your Life in Unexpected Ways
Houghton Mifflin Harcourt; 1 edition,03/06/18,Naomi Whittel,"Glow15: A Science-Based Plan to Lose Weight, Revitalize Your Skin, and Invigorate Your Life"
Avery; 1 edition,01/02/18,Valter Longo,"The Longevity Diet: Discover the New Science Behind Stem Cell Activation and Regeneration to Slow Aging, Fight Disease, and Optimize Weight"
Victory Belt Publishing; 2nd edition,05/19/15,Kelly Starrett,"Becoming a Supple Leopard 2nd Edition: The Ultimate Guide to Resolving Pain, Preventing Injury, and Optimizing Athletic Performance"
New Harbinger Publications; 1st edition,,Jeffrey C. Wood,"The Dialectical Behavior Therapy Skills Workbook: Practical DBT Exercises for Learning Mindfulness, Interpersonal Effectiveness, Emotion Regulation & ... Tolerance (New Harbinger Self-Help Workbook)"
Harper,02/27/18,Rachel Simmons,"Enough As She Is: How to Help Girls Move Beyond Impossible Standards of Success to Live Healthy, Happy, and Fulfilling Lives"
Basic Books; 3 edition,08/29/17,Bruce D. Perry,"The Boy Who Was Raised as a Dog: And Other Stories from a Child Psychiatrist's Notebook--What Traumatized Children Can Teach Us About Loss, Love, and Healing"
Routledge; 1 edition,,Jordan B. Peterson,Maps of Meaning: The Architecture of Belief
Zondervan; First printing June 2016 edition,08/09/16,Shauna Niequist,"Present Over Perfect: Leaving Behind Frantic for a Simpler, More Soulful Way of Living"
Grand Central Life &amp; Style; 1st edition,12/18/12,Marla Heller,"The Dash Diet Weight Loss Solution: 2 Weeks to Drop Pounds, Boost Metabolism, and Get Healthy"
Random House Trade Paperbacks; Reprint edition,04/04/17,Brené Brown,"Rising Strong: How the Ability to Reset Transforms the Way We Live, Love, Parent, and Lead"
The Aasgaard Company; 3rd edition,11/11/11,Mark Rippetoe,"Starting Strength:  Basic Barbell Training, 3rd edition"
New Castle P&amp;P,01/26/18,Dan Morris,Adult Coloring Book: Stress Relieving Animal Designs
Harmony; 1st edition,12/31/13,Haylie Pomroy,The Fast Metabolism Diet Cookbook: Eat Even More Food and Lose Even More Weight
TarcherPerigee; Anniversary edition,10/25/16,Julia Cameron,The Artist's Way: 25th Anniversary Edition
Harper Business; Revised edition,,Robert B. Cialdini,"Influence: The Psychology of Persuasion, Revised Edition"
Simon &amp; Schuster,02/06/18,Bob Roth,Strength in Stillness: The Power of Transcendental Meditation
Atria Books; 1 edition,12/27/16,JJ Smith,Green Smoothies for Life
Simon &amp; Schuster,10/03/17,Chip Heath,The Power of Moments: Why Certain Experiences Have Extraordinary Impact
Black Irish Entertainment LLC; 47716th edition,01/11/12,Steven Pressfield,The War of Art: Break Through the Blocks and Win Your Inner Creative Battles
Victory Belt Publishing,05/02/17,Maria Emmerich,Keto Comfort Foods: Family Favorite Recipes Made Low-Carb and Healthy
Victory Belt Publishing; 1 edition,12/27/16,Maria Emmerich,The 30-Day Ketogenic Cleanse: Reset Your Metabolism with 160 Tasty Whole-Food Recipes & Meal Plans
Adams Media; 1 edition,09/01/14,Dave Canterbury,Bushcraft 101: A Field Guide to the Art of Wilderness Survival
Scribner; Reprint edition,01/10/17,Joanna Faber,How to Talk so Little Kids Will Listen: A Survival Guide to Life with Children Ages 2-7
New World Library; Third edition,,Joseph Campbell,The Hero with a Thousand Faces (The Collected Works of Joseph Campbell)
"New World Library; Anniversary, Revised, Expanded edition",11/15/16,Valerie Ann Worwood,"The Complete Book of Essential Oils and Aromatherapy, Revised and Expanded: Over 800 Natural, Nontoxic, and Fragrant Recipes to Create Health, Beauty, and Safe Home and Work Environments"
Scribner; 1 edition,04/26/16,Phil Knight,Shoe Dog: A Memoir by the Creator of Nike
CreateSpace Independent Publishing Platform; 1 edition,04/19/16,Lucy Libido,Lucy Libido Says.....There's an Oil for THAT: A Girlfriend's Guide to Using Essential Oils Between the Sheets (1) (Volume 1)
Penguin; Reprint edition,01/30/08,Eckhart Tolle,"A New Earth: Awakening to Your Life's Purpose (Oprah's Book Club, Selection 61)"
TarcherPerigee; Reprint edition,01/05/12,Amir Levine,Attached: The New Science of Adult Attachment and How It Can Help YouFind - and Keep - Love
Henry Holt and Co.,10/03/17,Russell Brand,Recovery: Freedom from Our Addictions
"Think-Outside-the-Book Publishing, Inc.; 1st Paperback Edition edition",08/21/08,Madison Cavanaugh,The One-Minute Cure: The Secret to Healing Virtually All Diseases
Rockridge Press; 39204th edition,10/29/12,John Chatham,Paleo for Beginners: Essentials to Get Started
William Morrow Paperbacks; 1 edition,12/01/94,Martha Whitmore Hickman,Healing After Loss: Daily Meditations For Working Through Grief
Houghton Mifflin Harcourt,12/06/16,Melissa Hartwig,The Whole30 Cookbook: 150 Delicious and Totally Compliant Recipes to Help You Succeed with the Whole30 and Beyond
Sasquatch Books; Gjr edition,09/20/16,Moorea Seal,"52 Lists for Happiness: Weekly Journaling Inspiration for Positivity, Balance, and Joy"
Wizards of the Coast; Brdgm edition,07/15/14,Wizards RPG Team,Dungeons & Dragons Starter Set
American Girl; Updated edition,02/26/13,Dr. Lynda Madison,The Feelings Book (Revised): The Care and Keeping of Your Emotions
Lama Foundation,10/12/71,Ram Dass,Be Here Now
Victory Belt Publishing,10/03/17,Carolyn Ketchum,"The Everyday Ketogenic Kitchen: With More than 150 Inspirational Low-Carb, High-Fat Recipes to Maximize Your Health"
HarperOne; 1 edition,03/28/17,Izabella Wentz PharmD,Hashimoto's Protocol: A 90-Day Plan for Reversing Thyroid Symptoms and Getting Your Life Back
TarcherPerigee; Reprint edition,12/04/07,Tanya Zuckerbrot,The F-Factor Diet: Discover the Secret to Permanent Weight Loss
William Morrow,06/27/17,Kelly LeVeque,"Body Love: Live in Balance, Weigh What You Want, and Free Yourself from Food Drama Forever"
"Little, Brown and Company; 1st edition",04/08/08,Sue Johnson,Hold Me Tight: Seven Conversations for a Lifetime of Love
Riverhead Books,04/05/11,Daniel H. Pink,Drive: The Surprising Truth About What Motivates Us
Rodale Books; 1 edition,08/09/16,Shalane Flanagan,Run Fast. Eat Slow.: Nourishing Recipes for Athletes
Scribner,03/06/18,Geneen Roth,This Messy Magnificent Life: A Field Guide
TarcherPerigee; 48181st edition,11/28/12,Dr. Laura Markham,"Peaceful Parent, Happy Kids: How to Stop Yelling and Start Connecting (The Peaceful Parent Series)"
Riverhead Books; Reprint edition,09/27/16,Elizabeth Gilbert,Big Magic: Creative Living Beyond Fear
Dey Street Books; Reprint edition,12/30/14,Dan Harris,"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge, and Found Self-Help That Actually Works--A True Story"
Twelve; 1 edition,05/24/16,Sebastian Junger,Tribe: On Homecoming and Belonging
William Morrow,02/06/18,Alex Hutchinson,"Endure: Mind, Body, and the Curiously Elastic Limits of Human Performance"
Victory Belt Publishing; 1 edition,03/15/16,Maria Emmerich,Quick & Easy Ketogenic Cooking: Meal Plans and Time Saving Paleo Recipes to Inspire Health and Shed Weight
"Candlewick; Anniversary, New edition",08/08/14,Robie H. Harris,"It's Perfectly Normal: Changing Bodies, Growing Up, Sex, and Sexual Health (The Family Library)"
Broadway Books,03/08/11,Rebecca Skloot,The Immortal Life of Henrietta Lacks
Shambhala; Anniversary edition,06/07/16,Pema Chodron,When Things Fall Apart: Heart Advice for Difficult Times
Hazelden Publishing; 1st edition,06/01/90,Melody Beattie,The Language of Letting Go: Daily Meditations for Codependents (Hazelden Meditation Series)
Sourcebooks,02/26/18,Stephanie Wittels Wachs,"Everything Is Horrible and Wonderful: A Tragicomic Memoir of Genius, Heroin, Love, and Loss"
Harmony; 1st edition,09/15/15,Pearl Barrett,Trim Healthy Mama Cookbook: Eat Up and Slim Down with More Than 350 Healthy Recipes
Bantam Books; 10th Anniversary edition,09/27/05,Daniel Goleman,Emotional Intelligence: Why It Can Matter More Than IQ
Holtzbrinck Publishers; 1 edition,01/23/18,Laila Ali,Food for Life: Delicious & Healthy Comfort Food from My Table to Yours!
Harper; Reprint edition,12/30/08,David D. Burns,Feeling Good: The New Mood Therapy
Simon &amp; Schuster; Anniversary edition,03/11/14,Gary Zukav,The Seat of the Soul: 25th Anniversary Edition with a Study Guide
Guilford Press; 1st edition,01/02/09,Peg Dawson,"Smart but Scattered: The Revolutionary ""Executive Skills"" Approach to Helping Kids Reach Their Potential"
Back Bay Books; 1 edition,04/03/07,Malcolm Gladwell,Blink: The Power of Thinking Without Thinking
Schocken; Revised edition,01/03/95,B. K. S. Iyengar,Light on Yoga: The Bible of Modern Yoga
Sarah Crichton Books,01/23/18,John Leland,Happiness Is a Choice You Make: Lessons from a Year Among the Oldest Old
Victory Belt Publishing; 2014 First Edition edition,08/05/14,Jimmy Moore,"Keto Clarity: Your Definitive Guide to the Benefits of a Low-Carb, High-Fat Diet"
Scribner; 3/17/13 edition,03/11/14,Tim S. Grover,Relentless: From Good to Great to Unstoppable
Avery; 1 edition,12/27/07,Brené Brown,"I Thought It Was Just Me (but it isn't): Making the Journey from ""What Will People Think?"" to ""I Am Enough"""
"Alcoholics Anonymous World Services, Inc.; 4 edition",02/10/02,Anonymous,Alcoholics Anonymous: The Big Book
William Morrow Paperbacks; 1 edition,04/15/08,Joe Navarro,What Every BODY is Saying: An Ex-FBI Agent’s Guide to Speed-Reading People
Family Health Publications; 30 edition,11/17/17,Allan Borushek,"The CalorieKing Calorie, Fat & Carbohydrate Counter 2018"
Aguilar; Original edition,06/26/17,Doctor Juan Rivera,Santo remedio: Cientos de remedios caseros llenos de sabiduria y ciencia / Doctor Juan's Top Home Remedies: Hundreds of home remedies full of wisdom and sc (Consulta con Doctor Juan) (Spanish Edition)
Harmony; 1 edition,09/15/15,Pearl Barrett,Trim Healthy Mama Plan: The Easy-Does-It Approach to Vibrant Health and a Slim Waistline
Clarity Marketing USA LLC; Reprint edition,11/17/11,Allen Carr,Allen Carr's Easy Way To Stop Smoking
The Guilford Press; 1 edition,,David A. Clark,The Anxiety and Worry Workbook: The Cognitive Behavioral Solution
Rockridge Press,08/23/13,Rockridge Press,Juicing for Beginners: The Essential Guide to Juicing Recipes and Juicing for Weight Loss
