_id,ltable_ID,rtable_ID,ltable_Title,ltable_Author,ltable_Publisher,ltable_Time,rtable_Title,rtable_Author,rtable_Publisher,rtable_Time
8694,135,3253,Beloved,Toni Morrison,Vintage; Reprint edition,6/8/2004,Beloved,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8695,135,3301,Beloved,Toni Morrison,Vintage; Reprint edition,6/8/2004,Song of Solomon,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8696,135,3344,Beloved,Toni Morrison,Vintage; Reprint edition,6/8/2004,Sula,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8697,135,3719,Beloved,Toni Morrison,Vintage; Reprint edition,6/8/2004,Jazz,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8698,135,3786,Beloved,Toni Morrison,Vintage; Reprint edition,6/8/2004,Tar Baby,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8699,496,3253,Song of Solomon,Toni Morrison,Vintage; Reprint edition,6/8/2004,Beloved,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8700,496,3301,Song of Solomon,Toni Morrison,Vintage; Reprint edition,6/8/2004,Song of Solomon,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8701,496,3344,Song of Solomon,Toni Morrison,Vintage; Reprint edition,6/8/2004,Sula,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8702,496,3719,Song of Solomon,Toni Morrison,Vintage; Reprint edition,6/8/2004,Jazz,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8703,496,3786,Song of Solomon,Toni Morrison,Vintage; Reprint edition,6/8/2004,Tar Baby,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8704,856,3253,Sula,Toni Morrison,Vintage; Reprint edition,6/8/2004,Beloved,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8705,856,3301,Sula,Toni Morrison,Vintage; Reprint edition,6/8/2004,Song of Solomon,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8706,856,3344,Sula,Toni Morrison,Vintage; Reprint edition,6/8/2004,Sula,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8707,856,3719,Sula,Toni Morrison,Vintage; Reprint edition,6/8/2004,Jazz,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8708,856,3786,Sula,Toni Morrison,Vintage; Reprint edition,6/8/2004,Tar Baby,Toni Morrison,Knopf Doubleday Publishing Group,6/8/2004
8722,138,1936,Harry Potter and the Half-Blood Prince (Book 6),J.K. Rowling,Scholastic Paperbacks; Reprint edition,7/25/2006,Harry Potter and the Half-Blood Prince (Harry Potter Series #6),J. K. Rowling,"Scholastic, Inc.",7/25/2006
8723,139,113,The Kite Runner,Khaled Hosseini,Riverhead Books; 1 edition,3/5/2013,The Kite Runner,Khaled Hosseini,Riverhead Books; 1 edition,3/5/2013
8725,139,3194,The Kite Runner,Khaled Hosseini,Riverhead Books; 1 edition,3/5/2013,The Kite Runner (10th Anniversary),Khaled Hosseini,Penguin Publishing Group,3/5/2013
8741,707,308,Till We Have Faces: A Myth Retold,C. S. Lewis,HarperOne; Reissue edition,2/14/2017,The Business of Heaven: Daily Readings,C. S. Lewis,HarperCollins Publishers,2/14/2017
8767,548,3210,Adjustment Day: A Novel,Chuck Palahniuk,W. W. Norton &amp; Company,5/1/2018,Adjustment Day: A Novel,Chuck Palahniuk,"Norton, W. W. & Company, Inc.",5/1/2018
8769,142,1539,The Three-Body Problem,Cixin Liu,Tor Books,1/12/2016,The Three-Body Problem (Remembrance of Earth's Past Series #1),Cixin Liu,Tom Doherty Associates,1/12/2016
8856,1913,881,Quick & Easy Ketogenic Cooking: Meal Plans and Time Saving Paleo Recipes to Inspire Health and Shed Weight,Maria Emmerich,Victory Belt Publishing; 1 edition,3/15/2016,Quick & Easy Ketogenic Cooking: Meal Plans and Time Saving Paleo Recipes to Inspire Health and Shed Weight,Maria Emmerich,Victory Belt Publishing,3/15/2016
8881,175,3230,Salvage the Bones: A Novel,Jesmyn Ward,Bloomsbury USA; Reprint edition,4/24/2012,Salvage the Bones,Jesmyn Ward,Bloomsbury USA,4/24/2012
8895,149,173,Redeeming Love,Francine Rivers,Multnomah; Paperback with Study Guide edition,5/9/2005,Redeeming Love,Francine Rivers,Multnomah; Paperback with Study Guide edition,5/9/2005
8897,154,3248,The Brief Wondrous Life of Oscar Wao,Junot DÃ­az,Riverhead Books; Reprint edition,9/2/2008,The Brief Wondrous Life of Oscar Wao,Junot Díaz,Penguin Publishing Group,9/2/2008
8899,1145,2195,The Forgotten 500: The Untold Story of the Men Who Risked All for the Greatest Rescue Mission of World War II,Gregory A. Freeman,Dutton Caliber; Reprint edition,9/2/2008,The Forgotten 500: The Untold Story of the Men Who Risked All for the GreatestRescue Mission of World War II,Gregory A. Freeman,Penguin Publishing Group,9/2/2008
8902,158,203,And Then There Were None,Agatha Christie,William Morrow; Reissue edition,3/29/2011,And Then There Were None,Agatha Christie,William Morrow; Reissue edition,3/29/2011
8933,1367,1852,Sapiens. De animales a dioses / Sapiens: A Brief History of Humankind (Spanish Edition),Yuval Noah Harari,Debate; Translation edition,9/27/2016,Sapiens. De animales a dioses / Sapiens: A Brief History of Humankind,Yuval Noah Harari,PRH Grupo Editorial,9/27/2016
8954,2055,2205,"Danielle Walker's Against All Grain Celebrations: A Year of Gluten-Free, Dairy-Free, and Paleo Recipes for Every Occasion",Danielle Walker,Ten Speed Press; 1 edition,9/27/2016,"Danielle Walker's Against All Grain Celebrations: A Year of Gluten-Free, Dairy-Free, and Paleo Recipes for Every Occasion",Danielle Walker,Potter/TenSpeed/Harmony,9/27/2016
8994,347,3193,The Female Persuasion: A Novel,Meg Wolitzer,Riverhead Books,4/3/2018,The Female Persuasion (The Barnes & Noble Book Club Edition),Meg Wolitzer,Penguin Publishing Group,4/3/2018
9121,179,1966,Fall from Grace: A Novel,Danielle Steel,Delacorte Press; First Edition edition,1/23/2018,Against All Odds,Danielle Steel,Random House Publishing Group,1/23/2018
9152,525,3416,Eternal Life: A Novel,Dara Horn,W. W. Norton &amp; Company,1/23/2018,Eternal Life,Dara Horn,"Norton, W. W. & Company, Inc.",1/23/2018
9167,788,1625,Vicious Circle (A Joe Pickett Novel),C. J. Box,G.P. Putnam's Sons; Reprint edition,1/23/2018,The Gambler: How Penniless Dropout Kirk Kerkorian Became the Greatest Deal Maker in Capitalist History,William C. Rempel,HarperCollins Publishers,1/23/2018
9168,788,1882,Vicious Circle (A Joe Pickett Novel),C. J. Box,G.P. Putnam's Sons; Reprint edition,1/23/2018,Armed in America: A History of Gun Rights from Colonial Militias to Concealed Carry,Patrick J. Charles,Prometheus Books,1/23/2018
9185,1130,1625,The Gambler: How Penniless Dropout Kirk Kerkorian Became the Greatest Deal Maker in Capitalist History,William C. Rempel,Dey Street Books,1/23/2018,The Gambler: How Penniless Dropout Kirk Kerkorian Became the Greatest Deal Maker in Capitalist History,William C. Rempel,HarperCollins Publishers,1/23/2018
9225,1927,376,Happiness Is a Choice You Make: Lessons from a Year Among the Oldest Old,John Leland,Sarah Crichton Books,1/23/2018,"Rise and Grind: Outperform, Outwork, and Outhustle Your Way to a More Successful and Rewarding Life",Daymond John,Currency,1/23/2018
9231,2438,376,"Rise and Grind: Outperform, Outwork, and Outhustle Your Way to a More Successful and Rewarding Life",Daymond John,Currency,1/23/2018,"Rise and Grind: Outperform, Outwork, and Outhustle Your Way to a More Successful and Rewarding Life",Daymond John,Currency,1/23/2018
9239,2742,1625,The Gambler: How Penniless Dropout Kirk Kerkorian Became the Greatest Deal Maker in Capitalist History,William C. Rempel,Dey Street Books,1/23/2018,The Gambler: How Penniless Dropout Kirk Kerkorian Became the Greatest Deal Maker in Capitalist History,William C. Rempel,HarperCollins Publishers,1/23/2018
9263,593,2184,The Moth Presents All These Wonders: True Stories About Facing the Unknown,Catherine Burns,Crown Archetype; 7th Print edition,3/21/2017,The Moth Presents All These Wonders: True Stories About Facing the Unknown,Catherine Burns,Crown/Archetype,3/21/2017
9332,191,3234,A Little Life,Hanya Yanagihara,Anchor; Reprint edition,1/26/2016,A Little Life,Hanya Yanagihara,Knopf Doubleday Publishing Group,1/26/2016
9397,223,1545,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R. R. Martin,Bantam; Later Printing edition,10/28/2014,The World of Ice & Fire: The Untold History of Westeros and the Game of Thrones,George R. R. Martin,Random House Publishing Group,10/28/2014
9490,1074,1556,Unbelievable: My Front-Row Seat to the Craziest Campaign in American History,Katy Tur,Dey Street Books; First Ed edition,9/12/2017,Unbelievable: My Front-Row Seat to the Craziest Campaign in American History,Katy Tur,HarperCollins Publishers,9/12/2017
9552,1768,2261,The Unexpected President: The Life and Times of Chester A. Arthur,Scott S. Greenberger,Da Capo Press,9/12/2017,All-Star Batman Vol. 2: Ends of the Earth (Rebirth),Scott Snyder,DC Comics,9/12/2017
9576,1859,2140,Trim Healthy Mama's Trim Healthy Table: More Than 300 All-New Healthy and Delicious Recipes from Our Homes to Yours,Pearl Barrett,Harmony; 1 edition,9/12/2017,Trim Healthy Mama's Trim Healthy Table: More Than 300 All-New Healthy and Delicious Recipes from Our Homes to Yours,Pearl Barrett,Potter/TenSpeed/Harmony,9/12/2017
9648,901,1302,History of Wolves: A Novel,Emily Fridlund,Grove Press; Reprint edition,11/7/2017,History of Wolves,Emily Fridlund,"Grove/Atlantic, Inc.",11/7/2017
9656,901,3283,History of Wolves: A Novel,Emily Fridlund,Grove Press; Reprint edition,11/7/2017,History of Wolves,Emily Fridlund,"Grove/Atlantic, Inc.",11/7/2017
9657,901,3338,History of Wolves: A Novel,Emily Fridlund,Grove Press; Reprint edition,11/7/2017,Idaho,Emily Ruskovich,Random House Publishing Group,11/7/2017
9697,1159,1566,God: A Human History,Reza Aslan,Random House,11/7/2017,God: A Human History,Reza Aslan,Random House Publishing Group,11/7/2017
9773,1585,2148,Awaiting the King: Reforming Public Theology (Cultural Liturgies),James K. A. Smith,Baker Academic,11/7/2017,It's All Relative: Adventures Up and Down the World's Family Tree,A. J. Jacobs,Simon & Schuster,11/7/2017
9919,650,3341,Cross the Line (Alex Cross),James Patterson,Vision,9/26/2017,Five-Carat Soul,James McBride,Penguin Publishing Group,9/26/2017
10022,1478,1613,Americana: A 400-Year History of American Capitalism,Bhu Srinivasan,Penguin Press; 1st Edition edition,9/26/2017,Americana: A 400-Year History of American Capitalism,Bhu Srinivasan,Penguin Publishing Group,9/26/2017
10130,1848,2092,Forks Over Knives - The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year,Del Sroufe,The Experiment; 1 edition,8/14/2012,Forks Over Knives - The Cookbook: Over 300 Recipes for Plant-Based Eating All Through the Year,Del Sroufe,"Experiment, The",8/14/2012
10158,211,3222,The Grapes of Wrath,John Steinbeck,Penguin Classics; Reissue edition,3/28/2006,The Grapes of Wrath,John Steinbeck,Penguin Publishing Group,3/28/2006
10159,211,3843,The Grapes of Wrath,John Steinbeck,Penguin Classics; Reissue edition,3/28/2006,The Wayward Bus,John Steinbeck,Penguin Publishing Group,3/28/2006
10160,212,3239,The Road,Cormac McCarthy,Vintage Books,3/28/2007,The Road,Cormac McCarthy,Knopf Doubleday Publishing Group,3/28/2007
10162,214,3203,Behold the Dreamers (Oprah's Book Club): A Novel,Imbolo Mbue,Random House Trade Paperbacks; Reprint edition,6/26/2017,Behold the Dreamers,Imbolo Mbue,Random House Publishing Group,6/26/2017
10165,215,3232,Catch-22: 50th Anniversary Edition,Joseph Heller,Simon &amp; Schuster; Anniversary edition,4/5/2011,Catch-22,Joseph Heller,Simon & Schuster,4/5/2011
10195,2002,879,"Switch On Your Brain: The Key to Peak Happiness, Thinking, and Health",Dr. Caroline Leaf,Baker Books; Reprint edition,8/4/2015,"Switch On Your Brain: The Key to Peak Happiness, Thinking, and Health",Caroline Leaf,Baker Publishing Group,8/4/2015
10204,221,2094,All the Missing Girls: A Novel,Megan Miranda,Simon &amp; Schuster; Reprint edition,1/31/2017,All the Missing Girls,Megan Miranda,Simon & Schuster,1/31/2017
10270,222,3263,Infinite Jest,David Foster Wallace,Back Bay Books; Anniversary edition,11/13/2006,Infinite Jest,David Foster Wallace,"Little, Brown and Company",11/13/2006
10290,673,3298,The Sellout: A Novel,Paul Beatty,Picador; Reprint edition,3/1/2016,The Sellout,Paul Beatty,Picador,3/1/2016
10344,236,1273,"Cracking the AP English Literature & Composition Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP World History Exam 2018, Premium Edition",Princeton Review,Random House Children's Books,8/1/2017
10345,236,1298,"Cracking the AP English Literature & Composition Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP U.S. History Exam 2018, Premium Edition",Princeton Review,Random House Children's Books,8/1/2017
10349,236,1581,"Cracking the AP English Literature & Composition Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP European History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10350,236,1612,"Cracking the AP English Literature & Composition Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP World History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10351,236,1617,"Cracking the AP English Literature & Composition Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP U.S. History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10424,953,1273,"Cracking the AP U.S. History Exam 2018, Premium Edition (College Test Preparation)",Princeton Review,Princeton Review; Premium edition,8/1/2017,"Cracking the AP World History Exam 2018, Premium Edition",Princeton Review,Random House Children's Books,8/1/2017
10425,953,1298,"Cracking the AP U.S. History Exam 2018, Premium Edition (College Test Preparation)",Princeton Review,Princeton Review; Premium edition,8/1/2017,"Cracking the AP U.S. History Exam 2018, Premium Edition",Princeton Review,Random House Children's Books,8/1/2017
10429,953,1581,"Cracking the AP U.S. History Exam 2018, Premium Edition (College Test Preparation)",Princeton Review,Princeton Review; Premium edition,8/1/2017,"Cracking the AP European History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10430,953,1612,"Cracking the AP U.S. History Exam 2018, Premium Edition (College Test Preparation)",Princeton Review,Princeton Review; Premium edition,8/1/2017,"Cracking the AP World History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10431,953,1617,"Cracking the AP U.S. History Exam 2018, Premium Edition (College Test Preparation)",Princeton Review,Princeton Review; Premium edition,8/1/2017,"Cracking the AP U.S. History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10444,963,1273,"Cracking the AP World History Exam 2018, Premium Edition (College Test Preparation)",Princeton Review,Princeton Review; Premium edition,8/1/2017,"Cracking the AP World History Exam 2018, Premium Edition",Princeton Review,Random House Children's Books,8/1/2017
10445,963,1298,"Cracking the AP World History Exam 2018, Premium Edition (College Test Preparation)",Princeton Review,Princeton Review; Premium edition,8/1/2017,"Cracking the AP U.S. History Exam 2018, Premium Edition",Princeton Review,Random House Children's Books,8/1/2017
10449,963,1581,"Cracking the AP World History Exam 2018, Premium Edition (College Test Preparation)",Princeton Review,Princeton Review; Premium edition,8/1/2017,"Cracking the AP European History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10450,963,1612,"Cracking the AP World History Exam 2018, Premium Edition (College Test Preparation)",Princeton Review,Princeton Review; Premium edition,8/1/2017,"Cracking the AP World History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10451,963,1617,"Cracking the AP World History Exam 2018, Premium Edition (College Test Preparation)",Princeton Review,Princeton Review; Premium edition,8/1/2017,"Cracking the AP U.S. History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10464,1000,1273,"Cracking the AP European History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP World History Exam 2018, Premium Edition",Princeton Review,Random House Children's Books,8/1/2017
10465,1000,1298,"Cracking the AP European History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP U.S. History Exam 2018, Premium Edition",Princeton Review,Random House Children's Books,8/1/2017
10469,1000,1581,"Cracking the AP European History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP European History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10470,1000,1612,"Cracking the AP European History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP World History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10471,1000,1617,"Cracking the AP European History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP U.S. History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10484,1127,1273,"Cracking the AP U.S. History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review,8/1/2017,"Cracking the AP World History Exam 2018, Premium Edition",Princeton Review,Random House Children's Books,8/1/2017
10485,1127,1298,"Cracking the AP U.S. History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review,8/1/2017,"Cracking the AP U.S. History Exam 2018, Premium Edition",Princeton Review,Random House Children's Books,8/1/2017
10489,1127,1581,"Cracking the AP U.S. History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review,8/1/2017,"Cracking the AP European History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10490,1127,1612,"Cracking the AP U.S. History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review,8/1/2017,"Cracking the AP World History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10491,1127,1617,"Cracking the AP U.S. History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review,8/1/2017,"Cracking the AP U.S. History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10504,1197,1273,"Cracking the AP World History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP World History Exam 2018, Premium Edition",Princeton Review,Random House Children's Books,8/1/2017
10505,1197,1298,"Cracking the AP World History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP U.S. History Exam 2018, Premium Edition",Princeton Review,Random House Children's Books,8/1/2017
10509,1197,1581,"Cracking the AP World History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP European History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10510,1197,1612,"Cracking the AP World History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP World History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10511,1197,1617,"Cracking the AP World History Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP U.S. History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10544,2018,1273,"Cracking the AP Psychology Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP World History Exam 2018, Premium Edition",Princeton Review,Random House Children's Books,8/1/2017
10545,2018,1298,"Cracking the AP Psychology Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP U.S. History Exam 2018, Premium Edition",Princeton Review,Random House Children's Books,8/1/2017
10549,2018,1581,"Cracking the AP Psychology Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP European History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10550,2018,1612,"Cracking the AP Psychology Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP World History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10551,2018,1617,"Cracking the AP Psychology Exam, 2018 Edition: Proven Techniques to Help You Score a 5 (College Test Preparation)",Princeton Review,Princeton Review; Csm edition,8/1/2017,"Cracking the AP U.S. History Exam, 2018 Edition: Proven Techniques to Help You Score a 5",Princeton Review,Random House Children's Books,8/1/2017
10573,2282,2176,What Made Maddy Run: The Secret Struggles and Tragic Death of an All-American Teen,Kate Fagan,"Little, Brown and Company",8/1/2017,What Made Maddy Run: The Secret Struggles and Tragic Death of an All-American Teen,Kate Fagan,"Little, Brown and Company",8/1/2017
10597,239,3226,A Thousand Splendid Suns,Khaled Hosseini,Riverhead Books; Reprint edition,11/25/2008,A Thousand Splendid Suns,Khaled Hosseini,Penguin Publishing Group,11/25/2008
10602,241,3237,The Goldfinch: A Novel (Pulitzer Prize for Fiction),Donna Tartt,Back Bay Books,4/7/2015,The Goldfinch,Donna Tartt,"Little, Brown and Company",4/7/2015
10649,248,3181,"Where'd You Go, Bernadette: A Novel",Maria Semple,Back Bay Books; Reprint edition,4/2/2013,"Where'd You Go, Bernadette",Maria Semple,"Little, Brown and Company",4/2/2013
10706,871,3307,A Prayer for Owen Meany: A Novel,John Irving,William Morrow Paperbacks; Reprint edition,4/3/2012,A Prayer for Owen Meany,John Irving,HarperCollins Publishers,4/3/2012
10711,2047,3307,"Men Are from Mars, Women Are from Venus: The Classic Guide to Understanding the Opposite Sex",John Gray,Harper Paperbacks,4/3/2012,A Prayer for Owen Meany,John Irving,HarperCollins Publishers,4/3/2012
10712,2420,94,Traction: Get a Grip on Your Business,Gino Wickman,BenBella Books; Expanded ed. edition,4/3/2012,Traction: Get a Grip on Your Business,Gino Wickman,"BenBella Books, Inc.",4/3/2012
10742,497,698,A Visit from the Goon Squad,Jennifer Egan,Anchor; 1 edition,3/22/2011,A Visit from the Goon Squad,Jennifer Egan,Anchor; 1 edition,3/22/2011
10743,497,3213,A Visit from the Goon Squad,Jennifer Egan,Anchor; 1 edition,3/22/2011,A Visit from the Goon Squad,Jennifer Egan,Knopf Doubleday Publishing Group,3/22/2011
10848,693,3450,Twin Peaks: The Final Dossier,Mark Frost,Flatiron Books,10/31/2017,"The Familiar, Volume 5: Redwood",Mark Z. Danielewski,Knopf Doubleday Publishing Group,10/31/2017
10942,2862,240,"Padre Rico, Padre Pobre. EdiciÃ³n 20 aniversario: QuÃ© les enseÃ±an los ricos a sus hijos acerca del dinero, Â¡que los pobres y la clase media no! (Spanish Edition)",Robert T. Kiyosaki,Aguilar; Updated edition,10/31/2017,"Robert's Rules of Order: The Original Manual for Assembly Rules, Business Etiquette, and Conduct",Henry Robert,Clydesdale Press,10/31/2017
10966,313,611,Truly Madly Guilty,Liane Moriarty,Flatiron Books; Reprint edition,7/25/2017,Truly Madly Guilty,Liane Moriarty,Flatiron Books; Reprint edition,7/25/2017
10974,664,1788,The Punch Escrow,Tal M. Klein,Geek &amp; Sundry,7/25/2017,The Punch Escrow,Tal M. Klein,Inkshares,7/25/2017
10985,1631,1601,The Unwomanly Face of War: An Oral History of Women in World War II,Svetlana Alexievich,Random House,7/25/2017,The Unwomanly Face of War: An Oral History of Women in World War II,Svetlana Alexievich,Random House Publishing Group,7/25/2017
11074,305,1976,Dr. Seuss's Second Beginner Book Collection,Dr. Seuss,Random House Books for Young Readers; Box edition,9/27/2011,Dr. Seuss's Second Beginner Book Collection,Dr. Seuss,Random House Children's Books,9/27/2011
11094,959,1554,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,Harper; 1st Edition edition,2/21/2017,Homo Deus: A Brief History of Tomorrow,Yuval Noah Harari,HarperCollins Publishers,2/21/2017
11120,2475,116,Profit First: Transform Your Business from a Cash-Eating Monster to a Money-Making Machine,Mike Michalowicz,Portfolio; Reissue edition,2/21/2017,Profit First: Transform Your Business from a Cash-Eating Monster to a Money-Making Machine,Mike Michalowicz,Penguin Publishing Group,2/21/2017
11129,316,3334,Gilead: A Novel,Marilynne Robinson,Picador; Reprint edition,1/10/2006,Gilead,Marilynne Robinson,Picador,1/10/2006
11130,320,1577,The Dark Forest (Remembrance of Earth's Past),Cixin Liu,Tor Books; Reprint edition,8/16/2016,The Dark Forest (Remembrance of Earth's Past Series #2),Cixin Liu,Tom Doherty Associates,8/16/2016
11148,322,2329,The Night Circus,Erin Morgenstern,Anchor Books; 1st edition,7/3/2012,The Night Circus,Erin Morgenstern,Anchor Books; 1st edition,7/3/2012
11154,323,1698,The Woman in the Window: The Most Exciting Debut Thriller of the Year,A. J. Finn,William Morrow; 1st Edition edition,1/1/2018,"Barron's AP European History, 9th Edition: with Bonus Online Tests",Seth A. Roberts,"Barron's Educational Series, Incorporated",1/1/2018
11162,2134,915,The Plant-Based Solution: America's Healthy Heart Doc's Plan to Power Your Health,Joel K. Kahn MD,Sounds True,1/1/2018,The Plant-Based Solution: America's Healthy Heart Doc's Plan to Power Your Health,Joel K. Kahn,"Sounds True, Incorporated",1/1/2018
11216,1847,2777,Leaders Eat Last: Why Some Teams Pull Together and Others Don't,Simon Sinek,"Portfolio; Reprint, Revised edition",5/23/2017,Leaders Eat Last: Why Some Teams Pull Together and Others Don't,Simon Sinek,"Portfolio; Reprint, Revised edition",5/23/2017
11234,2405,2777,Leaders Eat Last: Why Some Teams Pull Together and Others Don't,Simon Sinek,"Portfolio; Reprint, Revised edition",5/23/2017,Leaders Eat Last: Why Some Teams Pull Together and Others Don't,Simon Sinek,"Portfolio; Reprint, Revised edition",5/23/2017
11427,341,2174,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,Harcourt; Reprint edition,10/8/2007,The Princess Bride: S. Morgenstern's Classic Tale of True Love and High Adventure,William Goldman,Houghton Mifflin Harcourt,10/8/2007
11438,1179,1558,The Pentagon Papers: The Secret History of the Vietnam War,Neil Sheehan,Racehorse Publishing,12/12/2017,The Pentagon Papers: The Secret History of the Vietnam War,Neil Sheehan,Skyhorse Publishing,12/12/2017
